STT,MSHS,TEN,GIOI TINH,DIEM MIENG,DIEM 15 PHUT,DIEM 1 tIET, DIEM GIUA KY, DIEM CUOI KY
1,1039,Maria King,male,6,2,3,1,5
2,1040,Cornelius Delgado,female,1,1,2,8,6
3,1041,Jo Underwood,female,9,7,4,3,2
4,1042,Guadalupe Aguilar,female,2,5,10,8,4
5,1043,Stacey Wood,male,8,6,6,1,7
6,1044,Darin Dawson,female,6,9,7,10,5
7,1045,James Carson,male,1,8,2,2,10
8,1046,Bonnie Taylor,male,4,6,2,8,6
9,1047,Rickey Maldonado,female,8,3,6,5,8
10,1048,Ivan Shaw,female,8,8,1,7,4
11,1049,Krista Murphy,female,7,5,9,4,8
12,1050,Mona Tyler,female,9,9,6,8,2
13,1051,Laverne Roberts,female,2,4,5,2,1
14,1052,Rex Soto,female,2,5,1,5,3
15,1053,Robert Matthews,female,6,10,7,5,4
16,1054,Maryann Newman,female,3,3,4,2,7
17,1055,Gordon Oliver,male,10,1,1,10,4
18,1056,Kelvin Greene,female,2,4,8,9,6
19,1057,Elbert Burns,female,3,4,8,6,5
20,1058,Nicole Garrett,male,1,5,8,7,9
21,1059,Jerald Crawford,male,5,9,9,7,3
22,1060,Catherine Torres,male,3,5,1,7,6
23,1061,Stanley Vega,male,3,4,7,8,2
24,1062,Frederick Ray,female,1,10,6,1,1
25,1063,Loren Barnett,female,8,10,9,1,10
26,1064,Terrance Wallace,female,4,10,3,1,7
27,1065,Johanna Warren,male,1,1,7,1,7
28,1066,Dallas Benson,male,1,3,8,10,3
29,1067,Malcolm Cooper,male,3,3,1,3,3
30,1068,Troy Mcdonald,female,7,10,5,10,10
31,1069,Sergio Morrison,male,6,10,5,3,4
32,1070,Genevieve Bell,female,5,1,6,10,3
33,1071,Celia Swanson,male,10,6,9,3,8
34,1072,Jordan Tran,female,8,9,3,1,4
35,1073,Amy Black,male,4,10,8,6,5
36,1074,Craig Barton,male,1,9,8,5,6
37,1075,Lynn Adams,female,6,5,2,8,6
38,1076,Clifford Patton,male,1,3,10,5,6
39,1077,Wilma Simpson,female,2,1,10,8,4
40,1078,Beth Simmons,male,2,7,8,1,2
