STT,MSHS,TEN,GIOI TINH,DIEM MIENG,DIEM 15 PHUT,DIEM 1 tIET, DIEM GIUA KY, DIEM CUOI KY
1,1039,Maria King,male,1,6,10,4,1
2,1040,Cornelius Delgado,female,7,9,1,7,9
3,1041,Jo Underwood,female,4,1,2,10,2
4,1042,Guadalupe Aguilar,female,7,2,7,7,1
5,1043,Stacey Wood,male,9,4,7,5,8
6,1044,Darin Dawson,female,3,8,1,7,9
7,1045,James Carson,male,2,7,7,1,6
8,1046,Bonnie Taylor,male,10,1,1,3,2
9,1047,Rickey Maldonado,female,5,1,5,10,5
10,1048,Ivan Shaw,female,1,7,5,7,3
11,1049,Krista Murphy,female,3,4,2,9,1
12,1050,Mona Tyler,female,2,8,2,10,7
13,1051,Laverne Roberts,female,6,9,4,8,9
14,1052,Rex Soto,female,10,2,9,5,6
15,1053,Robert Matthews,female,3,2,7,2,10
16,1054,Maryann Newman,female,4,9,9,7,4
17,1055,Gordon Oliver,male,8,8,6,8,5
18,1056,Kelvin Greene,female,1,2,7,7,7
19,1057,Elbert Burns,female,5,9,10,4,2
20,1058,Nicole Garrett,male,2,10,8,9,4
21,1059,Jerald Crawford,male,6,9,6,2,1
22,1060,Catherine Torres,male,8,5,9,9,10
23,1061,Stanley Vega,male,4,5,4,5,10
24,1062,Frederick Ray,female,8,7,2,1,5
25,1063,Loren Barnett,female,7,10,2,4,3
26,1064,Terrance Wallace,female,10,7,8,3,7
27,1065,Johanna Warren,male,4,4,2,3,4
28,1066,Dallas Benson,male,5,10,10,8,4
29,1067,Malcolm Cooper,male,6,10,3,6,4
30,1068,Troy Mcdonald,female,6,10,2,2,8
31,1069,Sergio Morrison,male,1,4,1,4,9
32,1070,Genevieve Bell,female,8,10,9,4,1
33,1071,Celia Swanson,male,9,3,10,10,6
34,1072,Jordan Tran,female,8,10,9,5,9
35,1073,Amy Black,male,7,6,9,7,2
36,1074,Craig Barton,male,6,4,9,3,1
37,1075,Lynn Adams,female,3,3,2,5,5
38,1076,Clifford Patton,male,3,10,7,5,1
39,1077,Wilma Simpson,female,5,5,2,6,9
40,1078,Beth Simmons,male,5,10,8,8,3
