STT,MSHS,TEN,GIOI TINH,DIEM MIENG,DIEM 15 PHUT,DIEM 1 tIET, DIEM GIUA KY, DIEM CUOI KY
1,1039,Maria King,male,7,3,8,4,3
2,1040,Cornelius Delgado,female,8,8,2,8,8
3,1041,Jo Underwood,female,5,6,2,6,4
4,1042,Guadalupe Aguilar,female,4,9,8,5,7
5,1043,Stacey Wood,male,10,7,9,4,10
6,1044,Darin Dawson,female,9,9,6,4,9
7,1045,James Carson,male,10,7,8,10,2
8,1046,Bonnie Taylor,male,9,9,9,8,2
9,1047,Rickey Maldonado,female,9,9,9,2,1
10,1048,Ivan Shaw,female,4,9,10,5,3
11,1049,Krista Murphy,female,4,2,10,10,5
12,1050,Mona Tyler,female,3,4,7,3,3
13,1051,Laverne Roberts,female,7,4,7,6,8
14,1052,Rex Soto,female,3,2,10,10,6
15,1053,Robert Matthews,female,4,6,9,5,3
16,1054,Maryann Newman,female,7,1,3,8,6
17,1055,Gordon Oliver,male,2,7,7,3,10
18,1056,Kelvin Greene,female,7,5,6,5,4
19,1057,Elbert Burns,female,2,2,6,10,2
20,1058,Nicole Garrett,male,5,10,1,4,4
21,1059,Jerald Crawford,male,4,8,9,2,9
22,1060,Catherine Torres,male,1,7,7,6,5
23,1061,Stanley Vega,male,1,8,1,6,5
24,1062,Frederick Ray,female,7,2,8,8,1
25,1063,Loren Barnett,female,1,9,4,5,4
26,1064,Terrance Wallace,female,1,10,7,1,5
27,1065,Johanna Warren,male,5,8,3,9,5
28,1066,Dallas Benson,male,3,3,8,10,5
29,1067,Malcolm Cooper,male,2,4,7,8,7
30,1068,Troy Mcdonald,female,4,7,8,7,8
31,1069,Sergio Morrison,male,3,7,8,2,7
32,1070,Genevieve Bell,female,7,2,1,4,2
33,1071,Celia Swanson,male,4,6,6,3,8
34,1072,Jordan Tran,female,2,2,8,8,2
35,1073,Amy Black,male,8,1,10,9,10
36,1074,Craig Barton,male,10,7,8,2,2
37,1075,Lynn Adams,female,10,9,6,9,7
38,1076,Clifford Patton,male,3,7,1,9,8
39,1077,Wilma Simpson,female,3,10,9,2,9
40,1078,Beth Simmons,male,8,8,6,7,5
