STT,MSHS,TEN,GIOI TINH,DIEM MIENG,DIEM 15 PHUT,DIEM 1 tIET, DIEM GIUA KY, DIEM CUOI KY
1,1039,Maria King,male,6,6,9,4,7
2,1040,Cornelius Delgado,female,5,3,8,9,6
3,1041,Jo Underwood,female,9,10,9,3,4
4,1042,Guadalupe Aguilar,female,1,10,6,1,6
5,1043,Stacey Wood,male,7,5,1,5,8
6,1044,Darin Dawson,female,4,8,4,2,7
7,1045,James Carson,male,6,10,9,7,3
8,1046,Bonnie Taylor,male,10,8,2,6,3
9,1047,Rickey Maldonado,female,6,6,10,10,4
10,1048,Ivan Shaw,female,5,3,6,9,1
11,1049,Krista Murphy,female,6,8,10,7,8
12,1050,Mona Tyler,female,4,8,2,4,10
13,1051,Laverne Roberts,female,7,8,9,5,4
14,1052,Rex Soto,female,10,6,9,6,6
15,1053,Robert Matthews,female,2,2,9,1,3
16,1054,Maryann Newman,female,9,5,1,3,8
17,1055,Gordon Oliver,male,5,7,10,8,6
18,1056,Kelvin Greene,female,2,2,8,4,8
19,1057,Elbert Burns,female,6,3,1,3,8
20,1058,Nicole Garrett,male,3,2,6,1,5
21,1059,Jerald Crawford,male,3,10,9,10,8
22,1060,Catherine Torres,male,1,6,5,9,6
23,1061,Stanley Vega,male,6,10,1,5,5
24,1062,Frederick Ray,female,3,3,4,10,10
25,1063,Loren Barnett,female,1,3,8,1,5
26,1064,Terrance Wallace,female,1,4,7,8,7
27,1065,Johanna Warren,male,7,9,5,5,6
28,1066,Dallas Benson,male,3,1,7,4,10
29,1067,Malcolm Cooper,male,5,8,2,7,2
30,1068,Troy Mcdonald,female,2,8,5,5,8
31,1069,Sergio Morrison,male,2,5,8,3,3
32,1070,Genevieve Bell,female,1,6,1,2,6
33,1071,Celia Swanson,male,5,4,6,5,2
34,1072,Jordan Tran,female,3,2,2,2,3
35,1073,Amy Black,male,10,2,2,7,4
36,1074,Craig Barton,male,8,4,2,10,2
37,1075,Lynn Adams,female,5,9,7,7,3
38,1076,Clifford Patton,male,2,10,9,1,10
39,1077,Wilma Simpson,female,3,6,6,6,5
40,1078,Beth Simmons,male,7,8,7,2,10
