STT,MSHS,TEN,GIOI TINH,DIEM MIENG,DIEM 15 PHUT,DIEM 1 tIET, DIEM GIUA KY, DIEM CUOI KY
1,1039,Maria King,male,9,7,6,7,9
2,1040,Cornelius Delgado,female,9,3,9,6,2
3,1041,Jo Underwood,female,10,3,5,7,7
4,1042,Guadalupe Aguilar,female,1,8,7,1,1
5,1043,Stacey Wood,male,7,1,1,10,5
6,1044,Darin Dawson,female,8,2,1,3,8
7,1045,James Carson,male,6,8,3,2,7
8,1046,Bonnie Taylor,male,3,3,9,2,8
9,1047,Rickey Maldonado,female,3,1,9,9,1
10,1048,Ivan Shaw,female,5,3,2,1,8
11,1049,Krista Murphy,female,2,3,8,5,7
12,1050,Mona Tyler,female,6,4,8,7,10
13,1051,Laverne Roberts,female,4,6,8,5,1
14,1052,Rex Soto,female,4,7,8,8,2
15,1053,Robert Matthews,female,2,5,4,5,2
16,1054,Maryann Newman,female,9,5,5,1,3
17,1055,Gordon Oliver,male,1,2,4,7,8
18,1056,Kelvin Greene,female,5,7,10,6,3
19,1057,Elbert Burns,female,4,3,6,3,3
20,1058,Nicole Garrett,male,5,1,5,10,10
21,1059,Jerald Crawford,male,4,9,4,5,5
22,1060,Catherine Torres,male,3,7,8,4,7
23,1061,Stanley Vega,male,3,4,7,2,7
24,1062,Frederick Ray,female,3,5,1,7,9
25,1063,Loren Barnett,female,6,5,8,10,9
26,1064,Terrance Wallace,female,9,6,6,5,7
27,1065,Johanna Warren,male,3,8,5,10,5
28,1066,Dallas Benson,male,6,7,7,3,2
29,1067,Malcolm Cooper,male,5,4,7,10,1
30,1068,Troy Mcdonald,female,10,2,4,1,10
31,1069,Sergio Morrison,male,4,6,5,7,9
32,1070,Genevieve Bell,female,2,1,3,3,5
33,1071,Celia Swanson,male,2,5,7,10,5
34,1072,Jordan Tran,female,6,7,8,5,5
35,1073,Amy Black,male,4,1,3,8,1
36,1074,Craig Barton,male,8,2,7,9,10
37,1075,Lynn Adams,female,4,5,6,10,1
38,1076,Clifford Patton,male,6,8,2,9,10
39,1077,Wilma Simpson,female,1,9,5,1,3
40,1078,Beth Simmons,male,5,6,8,2,4
