STT,MSHS,TEN,GIOI TINH,DIEM MIENG,DIEM 15 PHUT,DIEM 1 tIET, DIEM GIUA KY, DIEM CUOI KY
1,1039,Maria King,male,9,5,10,10,3
2,1040,Cornelius Delgado,female,9,5,6,10,5
3,1041,Jo Underwood,female,6,3,8,3,3
4,1042,Guadalupe Aguilar,female,7,2,2,8,1
5,1043,Stacey Wood,male,8,7,8,6,8
6,1044,Darin Dawson,female,7,9,3,1,4
7,1045,James Carson,male,2,7,6,3,8
8,1046,Bonnie Taylor,male,8,4,9,1,1
9,1047,Rickey Maldonado,female,3,2,1,5,3
10,1048,Ivan Shaw,female,6,3,6,6,2
11,1049,Krista Murphy,female,5,5,3,8,4
12,1050,Mona Tyler,female,1,1,2,9,2
13,1051,Laverne Roberts,female,9,1,5,9,4
14,1052,Rex Soto,female,3,7,4,8,9
15,1053,Robert Matthews,female,9,8,9,10,4
16,1054,Maryann Newman,female,10,8,10,5,10
17,1055,Gordon Oliver,male,7,8,6,6,10
18,1056,Kelvin Greene,female,6,1,4,4,3
19,1057,Elbert Burns,female,9,10,3,5,4
20,1058,Nicole Garrett,male,4,6,3,7,8
21,1059,Jerald Crawford,male,9,10,9,9,10
22,1060,Catherine Torres,male,10,4,2,2,9
23,1061,Stanley Vega,male,2,8,9,8,9
24,1062,Frederick Ray,female,1,5,10,5,6
25,1063,Loren Barnett,female,1,10,7,3,6
26,1064,Terrance Wallace,female,3,3,8,4,1
27,1065,Johanna Warren,male,8,6,1,7,3
28,1066,Dallas Benson,male,5,2,8,10,10
29,1067,Malcolm Cooper,male,10,7,10,5,10
30,1068,Troy Mcdonald,female,2,8,4,1,7
31,1069,Sergio Morrison,male,9,5,3,5,3
32,1070,Genevieve Bell,female,6,5,4,10,10
33,1071,Celia Swanson,male,3,10,2,1,7
34,1072,Jordan Tran,female,8,10,8,7,9
35,1073,Amy Black,male,9,10,3,3,2
36,1074,Craig Barton,male,2,9,9,6,9
37,1075,Lynn Adams,female,9,5,7,6,5
38,1076,Clifford Patton,male,9,9,10,5,8
39,1077,Wilma Simpson,female,4,1,3,2,5
40,1078,Beth Simmons,male,5,7,9,5,8
