STT,MSHS,TEN,GIOI TINH,DIEM MIENG,DIEM 15 PHUT,DIEM 1 tIET, DIEM GIUA KY, DIEM CUOI KY
1,1190,Alexander Cross,male,4,1,1,8,8
2,1191,Barry Cain,male,4,1,1,1,1
3,1192,Lawrence Robertson,female,8,9,6,8,4
4,1193,Darla Vasquez,female,8,1,3,3,6
5,1194,Fredrick Miles,female,7,7,8,1,6
6,1195,Dorothy Summers,female,9,4,6,2,4
7,1196,Catherine Erickson,male,8,8,4,2,1
8,1197,Jamie Jackson,female,10,8,9,1,6
9,1198,Erik Snyder,male,10,6,1,3,9
10,1159,Gary Wilkerson,female,6,2,10,2,8
11,1160,Alberta Dunn,female,10,6,10,10,10
12,1161,Joanne Chapman,female,1,4,8,7,7
13,1162,Jacquelyn Hunter,female,2,5,4,3,7
14,1163,Arthur Nguyen,male,2,5,9,5,8
15,1164,Antoinette Wilson,female,9,6,2,8,9
16,1165,Terrence Mann,female,6,1,6,10,6
17,1166,Perry Hernandez,male,5,6,9,1,7
18,1167,Pauline Johnson,male,3,8,7,7,7
19,1168,Gladys Gardner,male,1,6,7,4,9
20,1169,Latoya Jordan,female,7,10,4,7,8
21,1170,Tony Allison,female,1,7,10,10,6
22,1171,Patsy Castro,female,10,10,8,3,5
23,1172,Lucas Little,female,8,7,4,10,1
24,1173,Deanna Silva,male,9,10,6,5,1
25,1174,Harry Pearson,female,5,9,5,10,10
26,1175,Ron Gonzalez,female,8,6,7,9,3
27,1176,Derek Patton,male,1,2,6,10,4
28,1177,Alonzo Hayes,female,7,3,3,6,8
29,1178,Marie Sherman,female,10,1,8,7,1
30,1179,Ed Franklin,female,1,6,5,3,9
31,1180,Lindsey Carlson,male,1,5,9,9,10
32,1181,Nicolas Rogers,female,5,5,7,5,6
33,1182,Daryl Joseph,male,5,1,8,8,4
34,1183,Hector Padilla,male,5,2,10,2,1
35,1184,Penny Barnett,male,10,7,10,8,9
36,1185,Ben Ross,male,1,4,5,3,4
37,1186,Adrienne Lucas,female,9,3,4,10,8
38,1187,Rudy Boone,female,10,10,7,10,2
39,1188,Luis Murray,female,9,4,1,1,1
40,1189,Carl Parsons,male,1,5,7,10,4
