STT,MSHS,TEN,GIOI TINH,DIEM MIENG,DIEM 15 PHUT,DIEM 1 tIET, DIEM GIUA KY, DIEM CUOI KY
1,1190,Alexander Cross,male,7,4,3,5,9
2,1191,Barry Cain,male,3,9,1,9,9
3,1192,Lawrence Robertson,female,9,3,9,6,6
4,1193,Darla Vasquez,female,6,3,10,9,8
5,1194,Fredrick Miles,female,1,9,4,8,10
6,1195,Dorothy Summers,female,2,6,4,9,9
7,1196,Catherine Erickson,male,6,4,1,1,8
8,1197,Jamie Jackson,female,6,7,6,8,1
9,1198,Erik Snyder,male,2,8,1,3,3
10,1159,Gary Wilkerson,female,5,1,4,5,7
11,1160,Alberta Dunn,female,6,6,5,8,7
12,1161,Joanne Chapman,female,3,8,10,2,10
13,1162,Jacquelyn Hunter,female,8,7,8,7,8
14,1163,Arthur Nguyen,male,7,7,7,9,6
15,1164,Antoinette Wilson,female,3,10,1,10,10
16,1165,Terrence Mann,female,7,10,3,8,2
17,1166,Perry Hernandez,male,6,4,6,2,2
18,1167,Pauline Johnson,male,1,1,5,5,2
19,1168,Gladys Gardner,male,8,3,9,6,10
20,1169,Latoya Jordan,female,5,3,4,10,7
21,1170,Tony Allison,female,6,7,3,9,6
22,1171,Patsy Castro,female,9,9,8,5,4
23,1172,Lucas Little,female,2,1,1,5,7
24,1173,Deanna Silva,male,10,10,10,4,9
25,1174,Harry Pearson,female,6,6,2,8,6
26,1175,Ron Gonzalez,female,1,3,9,4,8
27,1176,Derek Patton,male,7,4,9,1,2
28,1177,Alonzo Hayes,female,4,10,10,9,9
29,1178,Marie Sherman,female,5,10,2,6,9
30,1179,Ed Franklin,female,6,3,2,4,4
31,1180,Lindsey Carlson,male,10,1,8,9,5
32,1181,Nicolas Rogers,female,7,1,9,2,9
33,1182,Daryl Joseph,male,10,2,2,5,3
34,1183,Hector Padilla,male,4,8,9,5,9
35,1184,Penny Barnett,male,6,5,9,4,10
36,1185,Ben Ross,male,5,2,4,4,6
37,1186,Adrienne Lucas,female,3,5,3,6,9
38,1187,Rudy Boone,female,7,2,9,6,10
39,1188,Luis Murray,female,5,1,5,1,2
40,1189,Carl Parsons,male,7,5,8,6,2
