STT,MSHS,TEN,GIOI TINH,DIEM MIENG,DIEM 15 PHUT,DIEM 1 tIET, DIEM GIUA KY, DIEM CUOI KY
1,1190,Alexander Cross,male,5,6,8,8,5
2,1191,Barry Cain,male,6,5,8,9,5
3,1192,Lawrence Robertson,female,6,10,1,4,9
4,1193,Darla Vasquez,female,3,3,7,5,10
5,1194,Fredrick Miles,female,8,4,8,1,1
6,1195,Dorothy Summers,female,9,10,9,2,6
7,1196,Catherine Erickson,male,7,5,7,7,6
8,1197,Jamie Jackson,female,4,5,3,2,1
9,1198,Erik Snyder,male,8,8,10,7,1
10,1159,Gary Wilkerson,female,4,8,7,4,4
11,1160,Alberta Dunn,female,5,5,2,1,7
12,1161,Joanne Chapman,female,6,8,1,6,7
13,1162,Jacquelyn Hunter,female,4,9,6,10,4
14,1163,Arthur Nguyen,male,6,3,3,9,10
15,1164,Antoinette Wilson,female,6,3,8,7,3
16,1165,Terrence Mann,female,9,3,4,4,5
17,1166,Perry Hernandez,male,1,2,6,2,4
18,1167,Pauline Johnson,male,3,9,2,10,7
19,1168,Gladys Gardner,male,5,3,6,3,7
20,1169,Latoya Jordan,female,2,5,7,1,3
21,1170,Tony Allison,female,7,4,7,4,8
22,1171,Patsy Castro,female,3,5,1,5,2
23,1172,Lucas Little,female,2,3,1,2,4
24,1173,Deanna Silva,male,10,6,1,2,4
25,1174,Harry Pearson,female,7,3,1,10,9
26,1175,Ron Gonzalez,female,6,10,9,8,7
27,1176,Derek Patton,male,5,9,9,1,10
28,1177,Alonzo Hayes,female,6,7,6,10,3
29,1178,Marie Sherman,female,2,7,2,2,7
30,1179,Ed Franklin,female,2,1,3,4,10
31,1180,Lindsey Carlson,male,3,10,8,3,10
32,1181,Nicolas Rogers,female,10,8,5,10,7
33,1182,Daryl Joseph,male,5,10,5,8,9
34,1183,Hector Padilla,male,9,2,10,8,8
35,1184,Penny Barnett,male,3,8,4,6,8
36,1185,Ben Ross,male,4,3,3,7,1
37,1186,Adrienne Lucas,female,9,1,2,4,9
38,1187,Rudy Boone,female,1,4,8,10,8
39,1188,Luis Murray,female,8,10,10,8,6
40,1189,Carl Parsons,male,9,9,10,7,3
