STT,MSHS,TEN,GIOI TINH,DIEM MIENG,DIEM 15 PHUT,DIEM 1 tIET, DIEM GIUA KY, DIEM CUOI KY
1,1119,Nathaniel Watts,female,2,1,4,4,7
2,1120,Alberta Ingram,male,2,5,6,6,2
3,1121,Gayle Welch,female,4,9,3,6,8
4,1122,Lindsey Elliott,female,4,4,4,5,3
5,1123,Marcus Lindsey,female,6,9,4,2,10
6,1124,Juana Jenkins,female,9,2,8,4,10
7,1125,Martha Peters,female,1,1,1,9,6
8,1126,Katie Glover,male,3,2,3,3,4
9,1127,Mark Perry,female,9,8,10,4,9
10,1128,Jessie Rowe,male,6,2,1,8,6
11,1129,Delores Gibbs,female,9,10,5,9,2
12,1130,Winston Schmidt,female,9,2,4,10,8
13,1131,Betsy Ramos,male,4,3,2,7,8
14,1132,Wesley Terry,female,4,8,9,7,3
15,1133,Stewart Bishop,female,9,5,6,7,2
16,1134,Ricky Frank,male,5,6,2,9,10
17,1135,Brooke Collins,female,8,7,1,6,7
18,1136,Yolanda Gibson,male,2,6,6,10,9
19,1137,Julius Hammond,male,5,5,5,10,1
20,1138,Trevor Klein,female,2,1,7,9,7
21,1139,Olga Henry,male,3,4,7,3,3
22,1140,Yolanda Lawrence,male,4,7,1,7,10
23,1141,Karen Greene,female,8,8,9,4,5
24,1142,Melinda Watts,male,10,2,5,10,8
25,1143,Terry Gibson,female,2,1,2,4,6
26,1144,Rosemarie Simon,male,4,8,1,3,6
27,1145,Dale Chandler,male,4,6,6,3,2
28,1146,Tommie Page,male,8,7,9,10,1
29,1147,Malcolm Wood,female,8,7,9,2,10
30,1148,Jorge Jennings,female,3,2,6,4,1
31,1149,Tammy Sullivan,male,4,4,5,5,3
32,1150,Sherri Stevenson,male,4,6,4,4,9
33,1151,Francis Mccoy,male,6,3,9,5,2
34,1152,Noah Lambert,female,4,5,5,2,10
35,1153,Alvin Ryan,male,7,10,8,6,3
36,1154,Ollie Green,female,9,8,3,2,3
37,1155,Marta Alvarez,female,5,9,8,10,1
38,1156,Jerald Luna,male,3,9,6,8,2
39,1157,Myrtle Barnes,male,8,5,2,1,1
40,1158,Susan Flores,male,10,8,5,2,6
