STT,MSHS,TEN,GIOI TINH,DIEM MIENG,DIEM 15 PHUT,DIEM 1 tIET, DIEM GIUA KY, DIEM CUOI KY
1,1119,Nathaniel Watts,female,5,4,2,7,8
2,1120,Alberta Ingram,male,9,8,3,7,9
3,1121,Gayle Welch,female,10,2,3,2,2
4,1122,Lindsey Elliott,female,4,3,3,10,9
5,1123,Marcus Lindsey,female,9,7,10,7,3
6,1124,Juana Jenkins,female,6,5,3,4,9
7,1125,Martha Peters,female,3,8,5,4,3
8,1126,Katie Glover,male,3,4,4,2,3
9,1127,Mark Perry,female,10,7,10,7,8
10,1128,Jessie Rowe,male,5,8,10,3,6
11,1129,Delores Gibbs,female,9,1,9,6,5
12,1130,Winston Schmidt,female,4,6,10,7,8
13,1131,Betsy Ramos,male,7,10,5,3,7
14,1132,Wesley Terry,female,1,1,3,8,1
15,1133,Stewart Bishop,female,9,3,3,7,3
16,1134,Ricky Frank,male,2,3,9,1,3
17,1135,Brooke Collins,female,4,6,8,9,5
18,1136,Yolanda Gibson,male,2,2,9,6,1
19,1137,Julius Hammond,male,6,9,4,2,7
20,1138,Trevor Klein,female,4,2,3,10,10
21,1139,Olga Henry,male,7,5,7,8,9
22,1140,Yolanda Lawrence,male,5,3,3,1,1
23,1141,Karen Greene,female,9,4,8,6,4
24,1142,Melinda Watts,male,9,1,5,4,2
25,1143,Terry Gibson,female,4,5,10,9,9
26,1144,Rosemarie Simon,male,7,4,1,3,3
27,1145,Dale Chandler,male,2,5,5,1,5
28,1146,Tommie Page,male,2,6,5,7,6
29,1147,Malcolm Wood,female,3,2,10,2,9
30,1148,Jorge Jennings,female,3,2,4,3,4
31,1149,Tammy Sullivan,male,3,7,6,9,7
32,1150,Sherri Stevenson,male,7,1,7,1,6
33,1151,Francis Mccoy,male,10,4,7,3,6
34,1152,Noah Lambert,female,2,10,7,2,5
35,1153,Alvin Ryan,male,9,3,1,3,9
36,1154,Ollie Green,female,6,1,9,6,8
37,1155,Marta Alvarez,female,1,8,8,6,9
38,1156,Jerald Luna,male,7,5,4,2,3
39,1157,Myrtle Barnes,male,7,3,9,8,8
40,1158,Susan Flores,male,8,3,1,1,6
