STT,MSHS,TEN,GIOI TINH,DIEM MIENG,DIEM 15 PHUT,DIEM 1 tIET, DIEM GIUA KY, DIEM CUOI KY
1,1119,Nathaniel Watts,female,9,1,7,2,10
2,1120,Alberta Ingram,male,10,10,10,10,2
3,1121,Gayle Welch,female,9,2,6,10,3
4,1122,Lindsey Elliott,female,5,8,6,9,10
5,1123,Marcus Lindsey,female,2,6,3,6,5
6,1124,Juana Jenkins,female,4,4,5,6,5
7,1125,Martha Peters,female,6,9,9,10,6
8,1126,Katie Glover,male,10,4,3,3,9
9,1127,Mark Perry,female,4,1,1,6,8
10,1128,Jessie Rowe,male,2,3,5,10,7
11,1129,Delores Gibbs,female,5,1,6,2,1
12,1130,Winston Schmidt,female,7,2,5,4,5
13,1131,Betsy Ramos,male,5,9,4,1,4
14,1132,Wesley Terry,female,8,7,1,9,4
15,1133,Stewart Bishop,female,9,3,10,6,4
16,1134,Ricky Frank,male,2,5,2,4,10
17,1135,Brooke Collins,female,4,2,4,2,1
18,1136,Yolanda Gibson,male,5,9,5,2,9
19,1137,Julius Hammond,male,2,5,4,10,7
20,1138,Trevor Klein,female,7,1,4,1,1
21,1139,Olga Henry,male,3,10,2,3,2
22,1140,Yolanda Lawrence,male,4,3,6,3,4
23,1141,Karen Greene,female,6,10,5,6,2
24,1142,Melinda Watts,male,9,8,3,6,5
25,1143,Terry Gibson,female,6,8,1,9,4
26,1144,Rosemarie Simon,male,3,7,10,6,3
27,1145,Dale Chandler,male,2,3,5,1,6
28,1146,Tommie Page,male,8,6,7,10,5
29,1147,Malcolm Wood,female,6,9,9,6,4
30,1148,Jorge Jennings,female,8,7,8,8,1
31,1149,Tammy Sullivan,male,9,1,6,10,7
32,1150,Sherri Stevenson,male,1,2,10,1,7
33,1151,Francis Mccoy,male,7,9,5,7,1
34,1152,Noah Lambert,female,4,5,6,5,2
35,1153,Alvin Ryan,male,5,6,8,5,3
36,1154,Ollie Green,female,1,3,3,1,8
37,1155,Marta Alvarez,female,1,8,9,8,10
38,1156,Jerald Luna,male,2,2,1,3,7
39,1157,Myrtle Barnes,male,3,1,3,2,5
40,1158,Susan Flores,male,1,3,4,9,8
