STT,MSHS,TEN,GIOI TINH,DIEM MIENG,DIEM 15 PHUT,DIEM 1 tIET, DIEM GIUA KY, DIEM CUOI KY
1,1079,Dixie Campbell,male,5,10,10,7,1
2,1080,Louis Rice,male,9,9,7,1,2
3,1081,Nathan Holland,male,7,6,1,5,9
4,1082,Terrence Wade,male,5,6,7,4,8
5,1083,Everett Mathis,female,7,6,5,10,6
6,1084,Roberta Joseph,female,1,2,3,4,6
7,1085,Julio Hardy,male,4,1,1,4,4
8,1086,Armando Fox,female,2,4,3,8,9
9,1087,Iris Hunter,female,1,4,3,3,6
10,1088,Otis Townsend,female,4,8,1,9,1
11,1089,Olive Harris,male,7,6,5,9,4
12,1090,Ian Brewer,male,1,7,1,7,8
13,1091,Greg Foster,female,10,1,7,4,6
14,1092,Erika Barnes,male,6,2,6,9,7
15,1093,Eric Mccarthy,female,10,8,5,7,2
16,1094,Erik Mcguire,male,7,3,5,6,4
17,1095,Archie Dawson,female,4,3,10,4,7
18,1096,Nancy Hughes,female,3,8,5,7,6
19,1097,Salvador Robbins,female,5,8,1,9,3
20,1098,Casey Neal,female,7,4,4,1,6
21,1099,Ricardo Wilkins,female,7,9,1,3,1
22,1100,Eva Miller,female,10,6,2,5,6
23,1101,Russell Reyes,female,10,4,2,8,9
24,1102,Cora Floyd,male,5,5,3,5,4
25,1103,Rick Herrera,male,8,8,6,10,9
26,1104,Anne Morris,male,7,7,5,4,6
27,1105,Samuel Burke,male,10,8,8,4,6
28,1106,Tara Hawkins,female,7,7,5,8,3
29,1107,Marc Little,male,4,10,10,5,8
30,1108,Andres Houston,female,9,4,5,2,5
31,1109,Geraldine George,male,6,1,5,7,1
32,1110,Fernando Roy,female,5,7,6,4,9
33,1111,Myra Burgess,male,4,6,9,5,7
34,1112,Leah Wilkerson,male,1,4,1,9,8
35,1113,Danielle Ball,female,6,10,9,9,10
36,1114,Carl Rios,female,6,9,10,9,4
37,1115,Viola Thomas,female,9,6,7,3,9
38,1116,Esther Mendoza,female,7,10,1,2,9
39,1117,Constance Ramsey,female,1,3,9,6,8
40,1118,Irene Vasquez,male,8,1,6,2,3
