STT,MSHS,TEN,GIOI TINH,DIEM MIENG,DIEM 15 PHUT,DIEM 1 tIET, DIEM GIUA KY, DIEM CUOI KY
1,1231,Marshall Huff,female,5,10,6,7,5
2,1232,Robin Ramsey,male,10,8,8,4,7
3,1233,Noel Holmes,male,8,8,4,5,4
4,1234,Leland Oliver,female,1,10,5,2,7
5,1235,Ellis Davidson,female,10,2,1,5,7
6,1236,Laverne Mendoza,female,4,8,1,9,6
7,1237,Diana Robbins,female,4,8,5,9,10
8,1238,Rickey Mckenzie,female,4,8,4,7,7
9,1239,Beth Simmons,male,2,3,7,6,8
10,1199,Jessica Payne,male,4,8,6,5,3
11,1200,Juan Russell,male,9,2,7,4,7
12,1201,Milton Martin,female,4,8,5,9,7
13,1202,Carlos Baker,female,2,9,6,3,10
14,1203,Harvey Holland,male,7,5,10,8,1
15,1204,Roosevelt Romero,male,4,1,8,1,2
16,1205,Andy Gill,female,5,2,7,7,9
17,1206,Leigh Sharp,male,6,3,2,6,9
18,1207,Hilda Allen,female,3,2,9,8,4
19,1208,Raymond Weber,male,8,2,8,8,2
20,1209,Gerald Henry,male,3,3,10,10,3
21,1210,Jean Price,female,10,10,1,9,7
22,1211,Verna Marshall,male,5,8,2,3,10
23,1212,Mona Porter,male,9,10,6,1,4
24,1213,Maureen Todd,female,4,2,5,1,4
25,1214,Glenda Woods,male,9,2,2,2,1
26,1215,Seth Hampton,male,7,3,2,7,1
27,1216,Alison Nichols,male,4,2,7,5,6
28,1217,Kayla Evans,female,2,2,7,9,9
29,1218,Levi Freeman,female,9,9,5,6,6
30,1219,Henry Williamson,male,6,6,1,9,1
31,1220,Virgil Jacobs,male,5,7,2,2,6
32,1221,Shelley Hughes,female,7,1,4,9,4
33,1222,Clifford Obrien,male,1,3,4,6,10
34,1223,Armando Harrison,male,5,2,9,7,1
35,1224,Judith Conner,female,4,4,10,4,8
36,1225,Peter Underwood,female,10,10,1,4,5
37,1226,Betsy Gutierrez,male,9,9,8,6,3
38,1227,Alexis Mcbride,female,1,8,1,10,5
39,1228,Courtney Kennedy,female,5,8,7,10,6
40,1229,Clint Lynch,male,1,10,10,7,6
41,1230,Bertha Smith,female,5,2,1,9,1
