STT,MSHS,TEN,GIOI TINH,DIEM MIENG,DIEM 15 PHUT,DIEM 1 tIET, DIEM GIUA KY, DIEM CUOI KY
1,1231,Marshall Huff,female,10,4,2,1,9
2,1232,Robin Ramsey,male,4,10,1,10,5
3,1233,Noel Holmes,male,4,6,2,7,7
4,1234,Leland Oliver,female,3,6,5,7,4
5,1235,Ellis Davidson,female,9,2,8,4,10
6,1236,Laverne Mendoza,female,10,2,1,7,3
7,1237,Diana Robbins,female,3,8,6,5,5
8,1238,Rickey Mckenzie,female,1,10,1,1,1
9,1239,Beth Simmons,male,8,6,2,1,6
10,1199,Jessica Payne,male,10,1,2,5,3
11,1200,Juan Russell,male,8,6,6,5,5
12,1201,Milton Martin,female,9,5,5,8,5
13,1202,Carlos Baker,female,8,2,2,8,5
14,1203,Harvey Holland,male,3,2,2,10,9
15,1204,Roosevelt Romero,male,3,8,4,8,6
16,1205,Andy Gill,female,4,3,7,8,8
17,1206,Leigh Sharp,male,6,2,5,9,1
18,1207,Hilda Allen,female,10,6,7,5,3
19,1208,Raymond Weber,male,6,3,7,9,4
20,1209,Gerald Henry,male,5,6,2,8,6
21,1210,Jean Price,female,10,8,5,7,2
22,1211,Verna Marshall,male,3,9,8,9,4
23,1212,Mona Porter,male,10,9,9,2,10
24,1213,Maureen Todd,female,3,3,2,5,2
25,1214,Glenda Woods,male,2,4,5,3,3
26,1215,Seth Hampton,male,6,2,10,1,8
27,1216,Alison Nichols,male,7,8,8,3,3
28,1217,Kayla Evans,female,4,7,9,5,2
29,1218,Levi Freeman,female,7,5,9,10,3
30,1219,Henry Williamson,male,2,5,6,3,5
31,1220,Virgil Jacobs,male,3,9,9,2,3
32,1221,Shelley Hughes,female,3,2,10,10,2
33,1222,Clifford Obrien,male,8,5,1,2,1
34,1223,Armando Harrison,male,1,8,2,5,5
35,1224,Judith Conner,female,2,6,10,9,3
36,1225,Peter Underwood,female,8,5,9,5,3
37,1226,Betsy Gutierrez,male,2,2,3,10,4
38,1227,Alexis Mcbride,female,4,6,3,1,6
39,1228,Courtney Kennedy,female,2,7,2,9,6
40,1229,Clint Lynch,male,4,2,6,4,2
41,1230,Bertha Smith,female,6,8,6,10,9
