STT,MSHS,TEN,GIOI TINH,DIEM MIENG,DIEM 15 PHUT,DIEM 1 tIET, DIEM GIUA KY, DIEM CUOI KY
1,1231,Marshall Huff,female,4,4,3,6,4
2,1232,Robin Ramsey,male,4,2,4,2,9
3,1233,Noel Holmes,male,8,9,6,6,8
4,1234,Leland Oliver,female,1,7,7,6,10
5,1235,Ellis Davidson,female,3,5,10,9,6
6,1236,Laverne Mendoza,female,6,2,2,1,2
7,1237,Diana Robbins,female,9,3,9,8,1
8,1238,Rickey Mckenzie,female,4,4,3,3,5
9,1239,Beth Simmons,male,6,1,9,5,6
10,1199,Jessica Payne,male,4,9,6,4,9
11,1200,Juan Russell,male,2,3,1,3,6
12,1201,Milton Martin,female,4,4,2,7,8
13,1202,Carlos Baker,female,9,9,8,7,5
14,1203,Harvey Holland,male,10,8,5,5,2
15,1204,Roosevelt Romero,male,1,5,2,9,2
16,1205,Andy Gill,female,6,2,7,5,10
17,1206,Leigh Sharp,male,6,2,2,8,8
18,1207,Hilda Allen,female,1,4,6,6,4
19,1208,Raymond Weber,male,1,2,9,8,4
20,1209,Gerald Henry,male,3,7,5,1,3
21,1210,Jean Price,female,5,1,2,8,10
22,1211,Verna Marshall,male,5,4,1,2,6
23,1212,Mona Porter,male,1,2,3,9,8
24,1213,Maureen Todd,female,4,2,9,3,4
25,1214,Glenda Woods,male,3,5,6,6,5
26,1215,Seth Hampton,male,6,7,3,3,10
27,1216,Alison Nichols,male,1,9,1,4,4
28,1217,Kayla Evans,female,8,7,10,3,6
29,1218,Levi Freeman,female,3,6,1,5,7
30,1219,Henry Williamson,male,5,1,4,2,4
31,1220,Virgil Jacobs,male,7,1,5,8,4
32,1221,Shelley Hughes,female,7,5,7,3,6
33,1222,Clifford Obrien,male,5,4,7,5,6
34,1223,Armando Harrison,male,6,3,9,7,9
35,1224,Judith Conner,female,8,5,7,2,1
36,1225,Peter Underwood,female,6,1,7,7,2
37,1226,Betsy Gutierrez,male,7,7,6,5,10
38,1227,Alexis Mcbride,female,4,1,4,9,5
39,1228,Courtney Kennedy,female,3,6,1,7,7
40,1229,Clint Lynch,male,10,3,1,9,4
41,1230,Bertha Smith,female,5,2,9,4,2
