STT,MSHS,TEN,GIOI TINH,DIEM MIENG,DIEM 15 PHUT,DIEM 1 tIET, DIEM GIUA KY, DIEM CUOI KY
1,1231,Marshall Huff,female,8,2,10,8,2
2,1232,Robin Ramsey,male,7,2,9,5,7
3,1233,Noel Holmes,male,5,5,2,4,9
4,1234,Leland Oliver,female,7,5,10,4,4
5,1235,Ellis Davidson,female,6,5,6,9,10
6,1236,Laverne Mendoza,female,9,8,7,4,8
7,1237,Diana Robbins,female,1,9,10,2,3
8,1238,Rickey Mckenzie,female,7,1,3,6,3
9,1239,Beth Simmons,male,2,9,9,4,3
10,1199,Jessica Payne,male,5,3,2,1,1
11,1200,Juan Russell,male,7,1,10,5,8
12,1201,Milton Martin,female,9,3,4,5,6
13,1202,Carlos Baker,female,2,6,3,4,2
14,1203,Harvey Holland,male,3,3,5,1,9
15,1204,Roosevelt Romero,male,7,5,9,1,6
16,1205,Andy Gill,female,6,3,10,3,3
17,1206,Leigh Sharp,male,9,9,5,10,9
18,1207,Hilda Allen,female,7,3,6,9,3
19,1208,Raymond Weber,male,2,1,1,10,2
20,1209,Gerald Henry,male,6,7,3,6,8
21,1210,Jean Price,female,6,10,4,7,2
22,1211,Verna Marshall,male,6,4,7,7,9
23,1212,Mona Porter,male,5,7,2,4,10
24,1213,Maureen Todd,female,4,4,4,5,3
25,1214,Glenda Woods,male,3,8,9,8,2
26,1215,Seth Hampton,male,4,4,2,4,9
27,1216,Alison Nichols,male,9,7,10,4,6
28,1217,Kayla Evans,female,10,8,2,9,4
29,1218,Levi Freeman,female,1,7,9,10,3
30,1219,Henry Williamson,male,10,9,7,5,6
31,1220,Virgil Jacobs,male,2,5,1,7,2
32,1221,Shelley Hughes,female,3,5,9,5,3
33,1222,Clifford Obrien,male,10,2,9,8,7
34,1223,Armando Harrison,male,6,5,5,10,5
35,1224,Judith Conner,female,6,1,6,10,6
36,1225,Peter Underwood,female,9,7,6,1,2
37,1226,Betsy Gutierrez,male,1,9,6,7,4
38,1227,Alexis Mcbride,female,8,3,5,2,8
39,1228,Courtney Kennedy,female,8,1,4,10,4
40,1229,Clint Lynch,male,7,4,2,2,8
41,1230,Bertha Smith,female,9,4,4,3,3
