STT,MSHS,TEN,GIOI TINH,DIEM MIENG,DIEM 15 PHUT,DIEM 1 tIET, DIEM GIUA KY, DIEM CUOI KY
1,1119,Nathaniel Watts,female,6,5,8,9,8
2,1120,Alberta Ingram,male,8,7,3,9,4
3,1121,Gayle Welch,female,2,4,2,10,3
4,1122,Lindsey Elliott,female,3,10,5,10,3
5,1123,Marcus Lindsey,female,10,6,8,7,6
6,1124,Juana Jenkins,female,1,2,5,10,7
7,1125,Martha Peters,female,6,7,2,7,10
8,1126,Katie Glover,male,7,3,6,2,10
9,1127,Mark Perry,female,1,6,6,3,9
10,1128,Jessie Rowe,male,10,7,9,8,2
11,1129,Delores Gibbs,female,9,6,9,6,9
12,1130,Winston Schmidt,female,4,9,8,7,6
13,1131,Betsy Ramos,male,9,2,1,5,3
14,1132,Wesley Terry,female,2,10,4,9,1
15,1133,Stewart Bishop,female,3,6,1,1,2
16,1134,Ricky Frank,male,8,8,9,7,1
17,1135,Brooke Collins,female,6,5,3,4,6
18,1136,Yolanda Gibson,male,1,1,9,1,5
19,1137,Julius Hammond,male,10,10,6,6,6
20,1138,Trevor Klein,female,10,6,2,2,8
21,1139,Olga Henry,male,4,9,6,10,3
22,1140,Yolanda Lawrence,male,6,10,7,7,8
23,1141,Karen Greene,female,2,7,7,7,9
24,1142,Melinda Watts,male,2,5,7,3,2
25,1143,Terry Gibson,female,2,10,5,6,6
26,1144,Rosemarie Simon,male,8,5,10,2,5
27,1145,Dale Chandler,male,6,7,6,8,9
28,1146,Tommie Page,male,6,10,5,8,5
29,1147,Malcolm Wood,female,1,5,8,6,8
30,1148,Jorge Jennings,female,1,2,3,2,9
31,1149,Tammy Sullivan,male,7,8,6,4,9
32,1150,Sherri Stevenson,male,4,1,8,7,5
33,1151,Francis Mccoy,male,8,7,8,8,2
34,1152,Noah Lambert,female,10,9,5,3,3
35,1153,Alvin Ryan,male,3,8,7,7,4
36,1154,Ollie Green,female,8,8,1,3,9
37,1155,Marta Alvarez,female,1,5,8,5,7
38,1156,Jerald Luna,male,8,3,4,8,3
39,1157,Myrtle Barnes,male,2,2,6,1,7
40,1158,Susan Flores,male,4,4,4,7,4
