STT,MSHS,TEN,GIOI TINH,DIEM MIENG,DIEM 15 PHUT,DIEM 1 tIET, DIEM GIUA KY, DIEM CUOI KY
1,1119,Nathaniel Watts,female,8,9,6,6,6
2,1120,Alberta Ingram,male,3,9,8,9,2
3,1121,Gayle Welch,female,2,9,9,2,7
4,1122,Lindsey Elliott,female,4,6,6,7,2
5,1123,Marcus Lindsey,female,2,3,1,3,1
6,1124,Juana Jenkins,female,5,2,3,5,10
7,1125,Martha Peters,female,4,1,6,4,4
8,1126,Katie Glover,male,9,6,3,10,7
9,1127,Mark Perry,female,8,10,4,6,4
10,1128,Jessie Rowe,male,9,4,9,6,3
11,1129,Delores Gibbs,female,4,8,8,3,10
12,1130,Winston Schmidt,female,10,9,8,3,4
13,1131,Betsy Ramos,male,2,5,8,7,6
14,1132,Wesley Terry,female,8,8,6,7,6
15,1133,Stewart Bishop,female,3,10,6,8,1
16,1134,Ricky Frank,male,1,6,10,6,10
17,1135,Brooke Collins,female,8,8,2,7,10
18,1136,Yolanda Gibson,male,9,9,6,6,6
19,1137,Julius Hammond,male,8,9,1,1,1
20,1138,Trevor Klein,female,1,6,8,2,8
21,1139,Olga Henry,male,6,9,2,5,10
22,1140,Yolanda Lawrence,male,8,8,3,10,7
23,1141,Karen Greene,female,8,5,9,4,6
24,1142,Melinda Watts,male,5,9,1,7,9
25,1143,Terry Gibson,female,7,2,10,4,1
26,1144,Rosemarie Simon,male,9,9,7,10,4
27,1145,Dale Chandler,male,2,8,4,4,7
28,1146,Tommie Page,male,8,9,4,10,8
29,1147,Malcolm Wood,female,5,7,4,10,7
30,1148,Jorge Jennings,female,6,7,5,4,10
31,1149,Tammy Sullivan,male,6,2,10,3,5
32,1150,Sherri Stevenson,male,9,3,2,8,6
33,1151,Francis Mccoy,male,1,3,2,10,1
34,1152,Noah Lambert,female,5,3,7,3,7
35,1153,Alvin Ryan,male,8,4,8,10,2
36,1154,Ollie Green,female,10,9,10,10,8
37,1155,Marta Alvarez,female,6,6,4,3,8
38,1156,Jerald Luna,male,3,8,3,5,10
39,1157,Myrtle Barnes,male,9,6,7,5,10
40,1158,Susan Flores,male,10,7,2,4,2
