STT,MSHS,TEN,GIOI TINH,DIEM MIENG,DIEM 15 PHUT,DIEM 1 tIET, DIEM GIUA KY, DIEM CUOI KY
1,1119,Nathaniel Watts,female,1,3,7,3,5
2,1120,Alberta Ingram,male,2,2,9,1,7
3,1121,Gayle Welch,female,1,6,10,1,3
4,1122,Lindsey Elliott,female,9,10,3,2,9
5,1123,Marcus Lindsey,female,5,10,4,3,6
6,1124,Juana Jenkins,female,2,3,6,2,8
7,1125,Martha Peters,female,4,8,9,10,1
8,1126,Katie Glover,male,3,10,2,8,1
9,1127,Mark Perry,female,8,7,2,9,1
10,1128,Jessie Rowe,male,8,10,7,6,9
11,1129,Delores Gibbs,female,1,7,10,5,7
12,1130,Winston Schmidt,female,3,10,2,4,7
13,1131,Betsy Ramos,male,9,2,2,10,6
14,1132,Wesley Terry,female,8,4,6,10,8
15,1133,Stewart Bishop,female,7,2,9,8,6
16,1134,Ricky Frank,male,3,10,3,4,9
17,1135,Brooke Collins,female,2,5,10,4,2
18,1136,Yolanda Gibson,male,1,6,1,7,5
19,1137,Julius Hammond,male,7,10,8,2,1
20,1138,Trevor Klein,female,3,4,9,2,4
21,1139,Olga Henry,male,3,5,1,10,6
22,1140,Yolanda Lawrence,male,10,4,9,8,10
23,1141,Karen Greene,female,5,2,7,8,1
24,1142,Melinda Watts,male,6,5,3,6,4
25,1143,Terry Gibson,female,4,8,4,8,4
26,1144,Rosemarie Simon,male,3,4,1,8,5
27,1145,Dale Chandler,male,6,5,9,2,2
28,1146,Tommie Page,male,7,6,7,9,5
29,1147,Malcolm Wood,female,7,4,9,9,10
30,1148,Jorge Jennings,female,3,3,2,3,2
31,1149,Tammy Sullivan,male,3,5,2,10,7
32,1150,Sherri Stevenson,male,7,6,5,7,3
33,1151,Francis Mccoy,male,3,1,6,5,1
34,1152,Noah Lambert,female,9,2,3,1,7
35,1153,Alvin Ryan,male,5,6,9,4,2
36,1154,Ollie Green,female,2,4,1,3,7
37,1155,Marta Alvarez,female,2,8,2,5,10
38,1156,Jerald Luna,male,9,8,4,5,4
39,1157,Myrtle Barnes,male,9,1,6,8,10
40,1158,Susan Flores,male,8,7,4,3,2
