STT,MSHS,TEN,GIOI TINH,DIEM MIENG,DIEM 15 PHUT,DIEM 1 tIET, DIEM GIUA KY, DIEM CUOI KY
1,1119,Nathaniel Watts,female,7,3,4,3,2
2,1120,Alberta Ingram,male,3,4,5,8,3
3,1121,Gayle Welch,female,4,10,1,9,3
4,1122,Lindsey Elliott,female,3,6,5,1,9
5,1123,Marcus Lindsey,female,1,3,7,10,8
6,1124,Juana Jenkins,female,8,10,2,5,10
7,1125,Martha Peters,female,10,7,5,1,8
8,1126,Katie Glover,male,9,8,10,10,7
9,1127,Mark Perry,female,2,10,7,2,1
10,1128,Jessie Rowe,male,3,5,7,4,3
11,1129,Delores Gibbs,female,4,2,4,5,7
12,1130,Winston Schmidt,female,2,7,5,2,6
13,1131,Betsy Ramos,male,8,8,9,7,6
14,1132,Wesley Terry,female,3,2,5,3,4
15,1133,Stewart Bishop,female,6,4,7,9,9
16,1134,Ricky Frank,male,2,6,7,1,10
17,1135,Brooke Collins,female,3,3,9,9,10
18,1136,Yolanda Gibson,male,6,9,9,2,4
19,1137,Julius Hammond,male,8,10,6,2,9
20,1138,Trevor Klein,female,9,6,4,7,2
21,1139,Olga Henry,male,3,6,1,1,6
22,1140,Yolanda Lawrence,male,2,10,2,3,3
23,1141,Karen Greene,female,7,9,6,6,6
24,1142,Melinda Watts,male,1,8,2,5,3
25,1143,Terry Gibson,female,2,6,8,5,4
26,1144,Rosemarie Simon,male,1,7,6,2,2
27,1145,Dale Chandler,male,7,1,2,3,3
28,1146,Tommie Page,male,9,7,9,9,6
29,1147,Malcolm Wood,female,5,10,6,7,10
30,1148,Jorge Jennings,female,5,1,10,1,1
31,1149,Tammy Sullivan,male,2,7,6,2,4
32,1150,Sherri Stevenson,male,2,7,8,5,7
33,1151,Francis Mccoy,male,10,4,5,3,1
34,1152,Noah Lambert,female,3,2,3,2,7
35,1153,Alvin Ryan,male,6,3,10,9,5
36,1154,Ollie Green,female,6,9,1,5,7
37,1155,Marta Alvarez,female,9,1,9,5,6
38,1156,Jerald Luna,male,1,3,7,4,2
39,1157,Myrtle Barnes,male,7,6,1,7,4
40,1158,Susan Flores,male,9,4,2,1,3
