STT,MSHS,TEN,GIOI TINH,DIEM MIENG,DIEM 15 PHUT,DIEM 1 tIET, DIEM GIUA KY, DIEM CUOI KY
1,1119,Nathaniel Watts,female,9,4,9,7,8
2,1120,Alberta Ingram,male,6,9,5,6,1
3,1121,Gayle Welch,female,8,2,10,8,6
4,1122,Lindsey Elliott,female,6,7,3,8,9
5,1123,Marcus Lindsey,female,2,3,8,9,2
6,1124,Juana Jenkins,female,5,6,9,8,4
7,1125,Martha Peters,female,6,3,10,7,10
8,1126,Katie Glover,male,3,7,1,2,9
9,1127,Mark Perry,female,4,9,5,3,1
10,1128,Jessie Rowe,male,3,7,10,3,7
11,1129,Delores Gibbs,female,7,3,9,3,4
12,1130,Winston Schmidt,female,5,9,9,2,9
13,1131,Betsy Ramos,male,3,7,6,6,10
14,1132,Wesley Terry,female,2,7,7,3,8
15,1133,Stewart Bishop,female,7,2,4,8,7
16,1134,Ricky Frank,male,5,4,5,3,2
17,1135,Brooke Collins,female,6,5,2,10,3
18,1136,Yolanda Gibson,male,5,3,3,8,3
19,1137,Julius Hammond,male,10,4,4,10,6
20,1138,Trevor Klein,female,6,1,7,1,7
21,1139,Olga Henry,male,4,1,3,9,9
22,1140,Yolanda Lawrence,male,7,6,7,1,5
23,1141,Karen Greene,female,6,7,7,10,2
24,1142,Melinda Watts,male,2,7,4,9,7
25,1143,Terry Gibson,female,7,6,4,4,1
26,1144,Rosemarie Simon,male,1,2,8,2,2
27,1145,Dale Chandler,male,10,3,3,9,3
28,1146,Tommie Page,male,6,9,6,9,5
29,1147,Malcolm Wood,female,9,2,7,8,1
30,1148,Jorge Jennings,female,9,3,1,3,7
31,1149,Tammy Sullivan,male,2,2,1,5,6
32,1150,Sherri Stevenson,male,10,3,4,8,1
33,1151,Francis Mccoy,male,1,10,8,7,8
34,1152,Noah Lambert,female,5,10,1,4,3
35,1153,Alvin Ryan,male,10,8,3,8,8
36,1154,Ollie Green,female,9,8,7,2,4
37,1155,Marta Alvarez,female,10,10,6,4,7
38,1156,Jerald Luna,male,9,9,6,10,5
39,1157,Myrtle Barnes,male,5,5,9,7,1
40,1158,Susan Flores,male,3,6,4,9,3
