STT,MSHS,TEN,GIOI TINH,DIEM MIENG,DIEM 15 PHUT,DIEM 1 tIET, DIEM GIUA KY, DIEM CUOI KY
1,1190,Alexander Cross,male,7,1,6,7,2
2,1191,Barry Cain,male,5,5,3,3,1
3,1192,Lawrence Robertson,female,10,3,8,4,7
4,1193,Darla Vasquez,female,3,8,8,6,9
5,1194,Fredrick Miles,female,10,5,9,8,10
6,1195,Dorothy Summers,female,4,1,6,10,3
7,1196,Catherine Erickson,male,3,2,7,10,10
8,1197,Jamie Jackson,female,9,6,6,8,6
9,1198,Erik Snyder,male,8,3,2,7,1
10,1159,Gary Wilkerson,female,6,8,9,3,7
11,1160,Alberta Dunn,female,7,2,4,3,3
12,1161,Joanne Chapman,female,1,4,3,4,2
13,1162,Jacquelyn Hunter,female,3,4,8,8,9
14,1163,Arthur Nguyen,male,2,2,3,4,8
15,1164,Antoinette Wilson,female,3,4,6,6,6
16,1165,Terrence Mann,female,6,7,3,5,7
17,1166,Perry Hernandez,male,9,8,8,2,9
18,1167,Pauline Johnson,male,8,8,7,8,2
19,1168,Gladys Gardner,male,6,8,9,3,4
20,1169,Latoya Jordan,female,6,8,4,3,2
21,1170,Tony Allison,female,9,3,10,4,8
22,1171,Patsy Castro,female,7,7,3,5,2
23,1172,Lucas Little,female,3,8,8,7,10
24,1173,Deanna Silva,male,3,1,7,4,4
25,1174,Harry Pearson,female,4,3,8,4,9
26,1175,Ron Gonzalez,female,10,7,3,8,8
27,1176,Derek Patton,male,10,10,1,1,1
28,1177,Alonzo Hayes,female,1,5,9,6,8
29,1178,Marie Sherman,female,10,2,3,2,1
30,1179,Ed Franklin,female,1,9,8,10,5
31,1180,Lindsey Carlson,male,8,6,8,5,5
32,1181,Nicolas Rogers,female,1,4,2,6,10
33,1182,Daryl Joseph,male,9,7,9,2,8
34,1183,Hector Padilla,male,2,5,1,5,2
35,1184,Penny Barnett,male,3,1,7,3,10
36,1185,Ben Ross,male,8,4,10,2,4
37,1186,Adrienne Lucas,female,9,9,4,4,6
38,1187,Rudy Boone,female,6,3,1,6,9
39,1188,Luis Murray,female,9,8,9,4,6
40,1189,Carl Parsons,male,6,4,2,2,6
