STT,MSHS,TEN,GIOI TINH,DIEM MIENG,DIEM 15 PHUT,DIEM 1 tIET, DIEM GIUA KY, DIEM CUOI KY
1,1190,Alexander Cross,male,8,1,4,4,6
2,1191,Barry Cain,male,7,7,2,2,5
3,1192,Lawrence Robertson,female,8,10,6,8,4
4,1193,Darla Vasquez,female,1,8,8,2,5
5,1194,Fredrick Miles,female,9,6,6,8,5
6,1195,Dorothy Summers,female,4,7,5,2,4
7,1196,Catherine Erickson,male,8,4,10,2,4
8,1197,Jamie Jackson,female,7,5,5,3,9
9,1198,Erik Snyder,male,4,9,1,6,8
10,1159,Gary Wilkerson,female,4,6,4,3,7
11,1160,Alberta Dunn,female,4,5,10,8,3
12,1161,Joanne Chapman,female,5,9,7,10,8
13,1162,Jacquelyn Hunter,female,7,4,6,5,10
14,1163,Arthur Nguyen,male,2,2,4,10,8
15,1164,Antoinette Wilson,female,5,8,10,6,6
16,1165,Terrence Mann,female,10,1,4,3,3
17,1166,Perry Hernandez,male,8,8,3,7,3
18,1167,Pauline Johnson,male,5,7,3,7,5
19,1168,Gladys Gardner,male,6,1,2,5,5
20,1169,Latoya Jordan,female,3,1,1,5,1
21,1170,Tony Allison,female,9,4,7,5,10
22,1171,Patsy Castro,female,8,4,9,5,9
23,1172,Lucas Little,female,5,1,8,9,5
24,1173,Deanna Silva,male,5,1,7,3,1
25,1174,Harry Pearson,female,3,6,5,10,8
26,1175,Ron Gonzalez,female,5,7,10,7,5
27,1176,Derek Patton,male,2,6,5,1,3
28,1177,Alonzo Hayes,female,8,9,10,7,2
29,1178,Marie Sherman,female,1,9,4,7,3
30,1179,Ed Franklin,female,3,1,4,9,7
31,1180,Lindsey Carlson,male,5,10,5,9,1
32,1181,Nicolas Rogers,female,9,1,4,6,7
33,1182,Daryl Joseph,male,9,5,7,7,2
34,1183,Hector Padilla,male,7,5,2,4,10
35,1184,Penny Barnett,male,2,3,8,1,8
36,1185,Ben Ross,male,8,3,10,10,7
37,1186,Adrienne Lucas,female,9,3,8,6,8
38,1187,Rudy Boone,female,6,3,10,8,10
39,1188,Luis Murray,female,3,1,1,4,1
40,1189,Carl Parsons,male,5,10,10,9,8
