STT,MSHS,TEN,GIOI TINH,DIEM MIENG,DIEM 15 PHUT,DIEM 1 tIET, DIEM GIUA KY, DIEM CUOI KY
1,1190,Alexander Cross,male,9,4,3,10,10
2,1191,Barry Cain,male,10,3,9,7,2
3,1192,Lawrence Robertson,female,8,2,8,9,4
4,1193,Darla Vasquez,female,1,7,7,1,9
5,1194,Fredrick Miles,female,6,4,1,2,10
6,1195,Dorothy Summers,female,8,1,10,9,3
7,1196,Catherine Erickson,male,3,8,1,1,9
8,1197,Jamie Jackson,female,2,6,7,9,3
9,1198,Erik Snyder,male,10,7,7,7,7
10,1159,Gary Wilkerson,female,6,5,5,5,5
11,1160,Alberta Dunn,female,8,5,10,10,1
12,1161,Joanne Chapman,female,1,7,5,1,2
13,1162,Jacquelyn Hunter,female,7,1,7,8,5
14,1163,Arthur Nguyen,male,1,7,9,7,5
15,1164,Antoinette Wilson,female,10,2,10,3,7
16,1165,Terrence Mann,female,9,2,9,9,10
17,1166,Perry Hernandez,male,5,2,1,9,9
18,1167,Pauline Johnson,male,2,10,1,1,8
19,1168,Gladys Gardner,male,10,5,6,6,6
20,1169,Latoya Jordan,female,9,7,6,2,1
21,1170,Tony Allison,female,6,10,4,1,1
22,1171,Patsy Castro,female,6,6,2,1,4
23,1172,Lucas Little,female,1,5,6,5,2
24,1173,Deanna Silva,male,6,9,4,2,2
25,1174,Harry Pearson,female,5,9,2,7,6
26,1175,Ron Gonzalez,female,6,6,2,3,2
27,1176,Derek Patton,male,2,9,8,7,1
28,1177,Alonzo Hayes,female,3,6,7,5,1
29,1178,Marie Sherman,female,4,4,10,8,6
30,1179,Ed Franklin,female,10,7,9,9,9
31,1180,Lindsey Carlson,male,3,9,4,7,8
32,1181,Nicolas Rogers,female,8,4,8,3,9
33,1182,Daryl Joseph,male,4,7,5,8,5
34,1183,Hector Padilla,male,4,4,4,10,4
35,1184,Penny Barnett,male,4,8,3,8,1
36,1185,Ben Ross,male,1,5,6,2,2
37,1186,Adrienne Lucas,female,5,2,3,1,6
38,1187,Rudy Boone,female,2,3,5,4,2
39,1188,Luis Murray,female,2,9,4,9,3
40,1189,Carl Parsons,male,2,4,6,1,5
