STT,MSHS,TEN,GIOI TINH,DIEM MIENG,DIEM 15 PHUT,DIEM 1 tIET, DIEM GIUA KY, DIEM CUOI KY
1,1190,Alexander Cross,male,3,10,3,7,5
2,1191,Barry Cain,male,10,5,6,5,2
3,1192,Lawrence Robertson,female,6,6,5,9,2
4,1193,Darla Vasquez,female,3,7,2,10,7
5,1194,Fredrick Miles,female,8,5,6,9,10
6,1195,Dorothy Summers,female,3,1,3,8,5
7,1196,Catherine Erickson,male,2,3,2,7,6
8,1197,Jamie Jackson,female,5,7,1,2,5
9,1198,Erik Snyder,male,1,9,6,2,4
10,1159,Gary Wilkerson,female,2,7,5,5,4
11,1160,Alberta Dunn,female,2,6,10,3,9
12,1161,Joanne Chapman,female,8,5,7,3,5
13,1162,Jacquelyn Hunter,female,8,2,6,9,8
14,1163,Arthur Nguyen,male,10,5,3,3,9
15,1164,Antoinette Wilson,female,2,10,6,5,7
16,1165,Terrence Mann,female,7,5,7,2,3
17,1166,Perry Hernandez,male,9,9,7,1,10
18,1167,Pauline Johnson,male,8,10,9,1,8
19,1168,Gladys Gardner,male,5,5,7,1,10
20,1169,Latoya Jordan,female,6,7,8,3,9
21,1170,Tony Allison,female,5,2,1,9,4
22,1171,Patsy Castro,female,2,7,2,8,1
23,1172,Lucas Little,female,7,8,3,10,5
24,1173,Deanna Silva,male,2,10,7,2,9
25,1174,Harry Pearson,female,9,3,7,9,3
26,1175,Ron Gonzalez,female,9,3,8,9,3
27,1176,Derek Patton,male,9,2,4,10,1
28,1177,Alonzo Hayes,female,10,7,10,2,3
29,1178,Marie Sherman,female,9,5,10,10,4
30,1179,Ed Franklin,female,1,3,2,1,3
31,1180,Lindsey Carlson,male,1,7,10,4,3
32,1181,Nicolas Rogers,female,6,4,1,1,3
33,1182,Daryl Joseph,male,8,10,10,8,3
34,1183,Hector Padilla,male,7,3,2,8,3
35,1184,Penny Barnett,male,7,9,4,5,3
36,1185,Ben Ross,male,2,9,1,7,9
37,1186,Adrienne Lucas,female,4,4,1,3,8
38,1187,Rudy Boone,female,3,7,5,2,4
39,1188,Luis Murray,female,3,4,8,5,1
40,1189,Carl Parsons,male,4,4,7,4,8
