STT,MSHS,TEN,GIOI TINH,DIEM MIENG,DIEM 15 PHUT,DIEM 1 tIET, DIEM GIUA KY, DIEM CUOI KY
1,1190,Alexander Cross,male,8,7,10,8,4
2,1191,Barry Cain,male,8,6,9,5,5
3,1192,Lawrence Robertson,female,4,10,7,3,4
4,1193,Darla Vasquez,female,3,8,5,4,2
5,1194,Fredrick Miles,female,3,8,9,4,9
6,1195,Dorothy Summers,female,2,9,8,10,1
7,1196,Catherine Erickson,male,7,1,1,6,6
8,1197,Jamie Jackson,female,1,3,7,5,2
9,1198,Erik Snyder,male,1,9,8,8,3
10,1159,Gary Wilkerson,female,10,10,4,5,1
11,1160,Alberta Dunn,female,2,2,5,4,1
12,1161,Joanne Chapman,female,2,9,8,5,5
13,1162,Jacquelyn Hunter,female,9,8,3,3,7
14,1163,Arthur Nguyen,male,3,1,5,2,7
15,1164,Antoinette Wilson,female,2,2,3,4,10
16,1165,Terrence Mann,female,2,10,4,7,6
17,1166,Perry Hernandez,male,8,7,3,7,2
18,1167,Pauline Johnson,male,6,6,3,9,2
19,1168,Gladys Gardner,male,1,1,2,3,7
20,1169,Latoya Jordan,female,6,7,3,10,9
21,1170,Tony Allison,female,3,2,9,9,1
22,1171,Patsy Castro,female,6,3,2,10,5
23,1172,Lucas Little,female,5,7,8,2,10
24,1173,Deanna Silva,male,3,4,4,4,9
25,1174,Harry Pearson,female,3,6,1,9,1
26,1175,Ron Gonzalez,female,7,9,10,7,8
27,1176,Derek Patton,male,5,5,5,4,6
28,1177,Alonzo Hayes,female,7,6,9,9,5
29,1178,Marie Sherman,female,8,8,9,8,4
30,1179,Ed Franklin,female,5,10,9,4,7
31,1180,Lindsey Carlson,male,4,9,5,2,5
32,1181,Nicolas Rogers,female,10,1,7,4,4
33,1182,Daryl Joseph,male,8,8,8,6,5
34,1183,Hector Padilla,male,9,3,1,7,10
35,1184,Penny Barnett,male,8,5,8,7,7
36,1185,Ben Ross,male,3,6,4,8,9
37,1186,Adrienne Lucas,female,2,7,2,9,7
38,1187,Rudy Boone,female,9,10,7,8,6
39,1188,Luis Murray,female,4,6,7,10,3
40,1189,Carl Parsons,male,9,3,4,7,7
