STT,MSHS,TEN,GIOI TINH,DIEM MIENG,DIEM 15 PHUT,DIEM 1 tIET, DIEM GIUA KY, DIEM CUOI KY
1,1190,Alexander Cross,male,8,4,7,7,6
2,1191,Barry Cain,male,9,7,10,10,3
3,1192,Lawrence Robertson,female,8,3,5,4,9
4,1193,Darla Vasquez,female,2,2,4,8,9
5,1194,Fredrick Miles,female,9,9,6,10,5
6,1195,Dorothy Summers,female,9,10,3,1,7
7,1196,Catherine Erickson,male,8,5,9,8,5
8,1197,Jamie Jackson,female,3,1,10,1,1
9,1198,Erik Snyder,male,2,1,8,7,2
10,1159,Gary Wilkerson,female,9,6,5,6,4
11,1160,Alberta Dunn,female,9,8,5,3,6
12,1161,Joanne Chapman,female,10,10,7,1,9
13,1162,Jacquelyn Hunter,female,2,10,4,6,9
14,1163,Arthur Nguyen,male,4,1,8,2,10
15,1164,Antoinette Wilson,female,2,2,9,5,2
16,1165,Terrence Mann,female,9,9,1,10,4
17,1166,Perry Hernandez,male,7,9,10,5,8
18,1167,Pauline Johnson,male,8,7,6,7,8
19,1168,Gladys Gardner,male,5,6,2,1,2
20,1169,Latoya Jordan,female,5,3,1,1,2
21,1170,Tony Allison,female,3,4,9,4,1
22,1171,Patsy Castro,female,10,6,7,8,4
23,1172,Lucas Little,female,4,8,6,4,10
24,1173,Deanna Silva,male,10,8,1,5,6
25,1174,Harry Pearson,female,6,2,7,5,1
26,1175,Ron Gonzalez,female,5,9,9,7,1
27,1176,Derek Patton,male,7,8,9,6,3
28,1177,Alonzo Hayes,female,10,4,6,10,10
29,1178,Marie Sherman,female,5,7,3,6,7
30,1179,Ed Franklin,female,9,8,6,8,6
31,1180,Lindsey Carlson,male,10,3,2,3,3
32,1181,Nicolas Rogers,female,4,5,4,9,5
33,1182,Daryl Joseph,male,8,7,10,8,1
34,1183,Hector Padilla,male,6,7,9,2,2
35,1184,Penny Barnett,male,4,3,9,6,10
36,1185,Ben Ross,male,8,4,3,2,10
37,1186,Adrienne Lucas,female,7,4,8,6,7
38,1187,Rudy Boone,female,7,2,6,5,8
39,1188,Luis Murray,female,2,8,4,5,4
40,1189,Carl Parsons,male,4,7,1,8,1
