STT,MSHS,TEN,GIOI TINH,DIEM MIENG,DIEM 15 PHUT,DIEM 1 tIET, DIEM GIUA KY, DIEM CUOI KY
1,1190,Alexander Cross,male,1,8,4,5,6
2,1191,Barry Cain,male,4,10,8,8,7
3,1192,Lawrence Robertson,female,5,7,5,5,7
4,1193,Darla Vasquez,female,1,1,6,9,6
5,1194,Fredrick Miles,female,8,3,1,9,7
6,1195,Dorothy Summers,female,6,8,10,10,4
7,1196,Catherine Erickson,male,8,6,9,3,8
8,1197,Jamie Jackson,female,5,10,6,2,6
9,1198,Erik Snyder,male,8,6,5,9,8
10,1159,Gary Wilkerson,female,1,6,6,10,3
11,1160,Alberta Dunn,female,7,10,6,3,2
12,1161,Joanne Chapman,female,1,10,5,10,4
13,1162,Jacquelyn Hunter,female,4,3,1,9,8
14,1163,Arthur Nguyen,male,9,1,10,4,7
15,1164,Antoinette Wilson,female,2,4,1,3,9
16,1165,Terrence Mann,female,10,8,7,6,4
17,1166,Perry Hernandez,male,7,10,7,10,3
18,1167,Pauline Johnson,male,10,1,6,6,9
19,1168,Gladys Gardner,male,4,8,8,3,3
20,1169,Latoya Jordan,female,8,8,9,8,5
21,1170,Tony Allison,female,3,8,8,9,8
22,1171,Patsy Castro,female,10,9,9,9,10
23,1172,Lucas Little,female,5,8,9,3,4
24,1173,Deanna Silva,male,9,7,7,9,4
25,1174,Harry Pearson,female,5,2,1,5,5
26,1175,Ron Gonzalez,female,4,6,10,6,4
27,1176,Derek Patton,male,3,6,4,1,4
28,1177,Alonzo Hayes,female,6,2,8,8,8
29,1178,Marie Sherman,female,3,3,9,6,10
30,1179,Ed Franklin,female,5,8,4,6,10
31,1180,Lindsey Carlson,male,9,7,2,5,10
32,1181,Nicolas Rogers,female,7,9,3,1,9
33,1182,Daryl Joseph,male,2,3,8,1,2
34,1183,Hector Padilla,male,9,9,4,8,4
35,1184,Penny Barnett,male,7,7,4,2,3
36,1185,Ben Ross,male,3,9,10,9,9
37,1186,Adrienne Lucas,female,2,2,3,7,7
38,1187,Rudy Boone,female,5,10,1,3,4
39,1188,Luis Murray,female,10,10,2,1,2
40,1189,Carl Parsons,male,4,8,7,2,9
