STT,MSHS,TEN,GIOI TINH,DIEM MIENG,DIEM 15 PHUT,DIEM 1 tIET, DIEM GIUA KY, DIEM CUOI KY
1,1039,Maria King,male,9,2,9,8,8
2,1040,Cornelius Delgado,female,5,5,9,6,2
3,1041,Jo Underwood,female,9,3,5,8,10
4,1042,Guadalupe Aguilar,female,1,10,2,5,9
5,1043,Stacey Wood,male,10,8,1,5,10
6,1044,Darin Dawson,female,7,2,2,10,1
7,1045,James Carson,male,10,5,1,1,7
8,1046,Bonnie Taylor,male,3,4,4,10,1
9,1047,Rickey Maldonado,female,9,7,9,5,3
10,1048,Ivan Shaw,female,1,3,6,3,2
11,1049,Krista Murphy,female,2,10,9,8,3
12,1050,Mona Tyler,female,7,1,2,7,4
13,1051,Laverne Roberts,female,4,2,5,5,3
14,1052,Rex Soto,female,6,2,10,6,1
15,1053,Robert Matthews,female,8,7,3,6,7
16,1054,Maryann Newman,female,7,4,4,3,7
17,1055,Gordon Oliver,male,2,10,8,7,2
18,1056,Kelvin Greene,female,4,5,1,4,1
19,1057,Elbert Burns,female,8,9,3,6,7
20,1058,Nicole Garrett,male,9,5,1,10,6
21,1059,Jerald Crawford,male,7,9,3,9,2
22,1060,Catherine Torres,male,10,4,9,6,5
23,1061,Stanley Vega,male,10,4,2,6,5
24,1062,Frederick Ray,female,1,6,8,1,2
25,1063,Loren Barnett,female,6,5,2,4,9
26,1064,Terrance Wallace,female,4,1,3,9,9
27,1065,Johanna Warren,male,3,9,5,5,2
28,1066,Dallas Benson,male,2,9,10,10,2
29,1067,Malcolm Cooper,male,5,2,3,6,9
30,1068,Troy Mcdonald,female,6,6,10,3,9
31,1069,Sergio Morrison,male,1,4,2,6,9
32,1070,Genevieve Bell,female,3,6,3,6,2
33,1071,Celia Swanson,male,10,2,3,6,9
34,1072,Jordan Tran,female,6,10,6,1,8
35,1073,Amy Black,male,7,10,3,3,3
36,1074,Craig Barton,male,9,3,4,4,5
37,1075,Lynn Adams,female,9,7,9,4,5
38,1076,Clifford Patton,male,6,10,5,3,7
39,1077,Wilma Simpson,female,1,10,9,9,4
40,1078,Beth Simmons,male,10,5,7,6,5
