STT,MSHS,TEN,GIOI TINH,DIEM MIENG,DIEM 15 PHUT,DIEM 1 tIET, DIEM GIUA KY, DIEM CUOI KY
1,1039,Maria King,male,5,9,9,8,5
2,1040,Cornelius Delgado,female,7,5,3,8,1
3,1041,Jo Underwood,female,3,8,5,7,10
4,1042,Guadalupe Aguilar,female,7,1,10,9,3
5,1043,Stacey Wood,male,5,8,5,5,9
6,1044,Darin Dawson,female,4,9,1,4,2
7,1045,James Carson,male,10,2,6,10,5
8,1046,Bonnie Taylor,male,3,4,3,5,6
9,1047,Rickey Maldonado,female,3,8,7,7,1
10,1048,Ivan Shaw,female,2,4,5,6,10
11,1049,Krista Murphy,female,7,9,1,4,9
12,1050,Mona Tyler,female,5,3,1,10,7
13,1051,Laverne Roberts,female,1,4,5,4,5
14,1052,Rex Soto,female,7,7,8,5,7
15,1053,Robert Matthews,female,8,8,10,3,8
16,1054,Maryann Newman,female,4,10,9,5,5
17,1055,Gordon Oliver,male,8,3,4,3,1
18,1056,Kelvin Greene,female,8,5,10,6,8
19,1057,Elbert Burns,female,10,1,2,1,3
20,1058,Nicole Garrett,male,2,1,2,1,6
21,1059,Jerald Crawford,male,3,3,3,3,1
22,1060,Catherine Torres,male,4,4,8,10,5
23,1061,Stanley Vega,male,10,10,9,9,9
24,1062,Frederick Ray,female,1,8,9,7,7
25,1063,Loren Barnett,female,8,3,2,1,1
26,1064,Terrance Wallace,female,3,4,8,9,5
27,1065,Johanna Warren,male,4,3,5,1,5
28,1066,Dallas Benson,male,4,7,10,6,4
29,1067,Malcolm Cooper,male,9,4,5,4,9
30,1068,Troy Mcdonald,female,4,10,5,1,8
31,1069,Sergio Morrison,male,8,9,6,2,6
32,1070,Genevieve Bell,female,6,5,3,7,3
33,1071,Celia Swanson,male,7,3,6,4,9
34,1072,Jordan Tran,female,7,6,3,8,1
35,1073,Amy Black,male,1,5,4,6,5
36,1074,Craig Barton,male,5,2,2,8,4
37,1075,Lynn Adams,female,2,9,1,3,2
38,1076,Clifford Patton,male,8,3,9,2,9
39,1077,Wilma Simpson,female,1,2,8,3,2
40,1078,Beth Simmons,male,7,2,5,9,10
