STT,MSHS,TEN,GIOI TINH,DIEM MIENG,DIEM 15 PHUT,DIEM 1 tIET, DIEM GIUA KY, DIEM CUOI KY
1,1079,Dixie Campbell,male,5,6,6,9,1
2,1080,Louis Rice,male,9,3,5,7,5
3,1081,Nathan Holland,male,10,4,6,5,5
4,1082,Terrence Wade,male,6,2,6,8,8
5,1083,Everett Mathis,female,9,7,4,1,8
6,1084,Roberta Joseph,female,5,9,1,2,9
7,1085,Julio Hardy,male,2,10,7,4,6
8,1086,Armando Fox,female,4,6,7,3,1
9,1087,Iris Hunter,female,9,3,7,1,4
10,1088,Otis Townsend,female,8,9,1,4,4
11,1089,Olive Harris,male,4,1,7,5,5
12,1090,Ian Brewer,male,8,1,9,5,2
13,1091,Greg Foster,female,5,7,7,7,3
14,1092,Erika Barnes,male,7,3,8,5,7
15,1093,Eric Mccarthy,female,4,3,4,1,9
16,1094,Erik Mcguire,male,4,4,8,8,3
17,1095,Archie Dawson,female,10,3,1,7,2
18,1096,Nancy Hughes,female,4,9,4,6,5
19,1097,Salvador Robbins,female,10,9,8,3,4
20,1098,Casey Neal,female,7,9,1,9,5
21,1099,Ricardo Wilkins,female,7,1,6,1,10
22,1100,Eva Miller,female,10,6,7,7,2
23,1101,Russell Reyes,female,10,4,3,4,10
24,1102,Cora Floyd,male,7,10,2,10,1
25,1103,Rick Herrera,male,7,2,5,4,2
26,1104,Anne Morris,male,10,6,9,8,2
27,1105,Samuel Burke,male,7,7,9,2,3
28,1106,Tara Hawkins,female,8,4,4,3,3
29,1107,Marc Little,male,4,6,7,9,8
30,1108,Andres Houston,female,7,8,2,7,4
31,1109,Geraldine George,male,5,2,3,2,5
32,1110,Fernando Roy,female,3,1,4,9,2
33,1111,Myra Burgess,male,8,6,1,3,7
34,1112,Leah Wilkerson,male,7,8,3,8,9
35,1113,Danielle Ball,female,10,4,10,1,1
36,1114,Carl Rios,female,5,7,9,10,10
37,1115,Viola Thomas,female,4,6,4,2,6
38,1116,Esther Mendoza,female,2,2,8,4,10
39,1117,Constance Ramsey,female,4,2,5,9,9
40,1118,Irene Vasquez,male,8,4,2,8,2
