STT,MSHS,TEN,GIOI TINH,DIEM MIENG,DIEM 15 PHUT,DIEM 1 tIET, DIEM GIUA KY, DIEM CUOI KY
1,1231,Marshall Huff,female,7,6,2,4,6
2,1232,Robin Ramsey,male,10,4,5,3,10
3,1233,Noel Holmes,male,8,5,8,3,8
4,1234,Leland Oliver,female,1,5,9,6,2
5,1235,Ellis Davidson,female,10,2,2,5,1
6,1236,Laverne Mendoza,female,6,10,7,2,3
7,1237,Diana Robbins,female,10,4,5,4,5
8,1238,Rickey Mckenzie,female,3,3,10,4,2
9,1239,Beth Simmons,male,5,7,1,8,10
10,1199,Jessica Payne,male,4,7,1,5,3
11,1200,Juan Russell,male,6,6,2,5,5
12,1201,Milton Martin,female,2,9,7,4,10
13,1202,Carlos Baker,female,7,6,2,7,5
14,1203,Harvey Holland,male,6,7,10,1,10
15,1204,Roosevelt Romero,male,8,8,8,10,6
16,1205,Andy Gill,female,8,7,6,2,7
17,1206,Leigh Sharp,male,8,8,1,2,5
18,1207,Hilda Allen,female,4,2,5,7,10
19,1208,Raymond Weber,male,2,8,2,9,2
20,1209,Gerald Henry,male,9,8,7,1,8
21,1210,Jean Price,female,10,6,10,8,9
22,1211,Verna Marshall,male,7,4,9,2,5
23,1212,Mona Porter,male,10,4,8,6,9
24,1213,Maureen Todd,female,5,6,1,1,3
25,1214,Glenda Woods,male,10,2,3,1,1
26,1215,Seth Hampton,male,3,3,3,8,9
27,1216,Alison Nichols,male,1,7,8,4,5
28,1217,Kayla Evans,female,9,4,7,1,9
29,1218,Levi Freeman,female,1,3,10,6,3
30,1219,Henry Williamson,male,1,6,3,7,4
31,1220,Virgil Jacobs,male,7,8,9,9,10
32,1221,Shelley Hughes,female,4,1,5,7,4
33,1222,Clifford Obrien,male,8,8,8,7,9
34,1223,Armando Harrison,male,5,6,9,5,6
35,1224,Judith Conner,female,2,5,5,6,2
36,1225,Peter Underwood,female,1,5,9,10,3
37,1226,Betsy Gutierrez,male,7,9,9,1,10
38,1227,Alexis Mcbride,female,2,7,10,5,1
39,1228,Courtney Kennedy,female,3,8,4,3,7
40,1229,Clint Lynch,male,9,6,10,2,8
41,1230,Bertha Smith,female,5,5,3,1,2
