STT,MSHS,TEN,GIOI TINH,DIEM MIENG,DIEM 15 PHUT,DIEM 1 tIET, DIEM GIUA KY, DIEM CUOI KY
1,1231,Marshall Huff,female,7,10,1,2,4
2,1232,Robin Ramsey,male,8,3,3,5,10
3,1233,Noel Holmes,male,1,6,5,6,7
4,1234,Leland Oliver,female,1,9,1,3,2
5,1235,Ellis Davidson,female,8,6,6,4,9
6,1236,Laverne Mendoza,female,8,3,8,6,2
7,1237,Diana Robbins,female,5,6,7,2,5
8,1238,Rickey Mckenzie,female,2,1,1,5,5
9,1239,Beth Simmons,male,8,1,7,10,9
10,1199,Jessica Payne,male,4,7,8,2,8
11,1200,Juan Russell,male,4,7,9,8,1
12,1201,Milton Martin,female,7,5,9,1,3
13,1202,Carlos Baker,female,2,8,8,7,3
14,1203,Harvey Holland,male,1,3,3,9,4
15,1204,Roosevelt Romero,male,10,1,4,8,4
16,1205,Andy Gill,female,3,1,5,3,2
17,1206,Leigh Sharp,male,1,4,4,2,1
18,1207,Hilda Allen,female,1,7,6,1,9
19,1208,Raymond Weber,male,8,9,8,8,6
20,1209,Gerald Henry,male,5,3,1,1,4
21,1210,Jean Price,female,10,8,5,1,9
22,1211,Verna Marshall,male,1,1,5,3,5
23,1212,Mona Porter,male,9,1,4,4,5
24,1213,Maureen Todd,female,6,7,7,3,9
25,1214,Glenda Woods,male,7,3,7,3,8
26,1215,Seth Hampton,male,10,3,2,1,2
27,1216,Alison Nichols,male,6,3,9,8,1
28,1217,Kayla Evans,female,2,9,3,1,3
29,1218,Levi Freeman,female,6,5,5,5,6
30,1219,Henry Williamson,male,2,9,2,9,2
31,1220,Virgil Jacobs,male,1,3,9,2,3
32,1221,Shelley Hughes,female,6,7,4,3,9
33,1222,Clifford Obrien,male,5,1,4,10,10
34,1223,Armando Harrison,male,9,4,7,2,3
35,1224,Judith Conner,female,1,4,6,2,1
36,1225,Peter Underwood,female,2,3,8,4,6
37,1226,Betsy Gutierrez,male,5,3,3,5,4
38,1227,Alexis Mcbride,female,4,9,7,10,8
39,1228,Courtney Kennedy,female,3,9,7,2,2
40,1229,Clint Lynch,male,9,2,1,1,1
41,1230,Bertha Smith,female,6,8,6,8,2
