STT,MSHS,TEN,GIOI TINH,DIEM MIENG,DIEM 15 PHUT,DIEM 1 tIET, DIEM GIUA KY, DIEM CUOI KY
1,1231,Marshall Huff,female,8,5,7,7,8
2,1232,Robin Ramsey,male,2,4,10,4,1
3,1233,Noel Holmes,male,4,6,3,1,5
4,1234,Leland Oliver,female,5,1,8,8,7
5,1235,Ellis Davidson,female,9,1,6,6,7
6,1236,Laverne Mendoza,female,1,7,2,9,8
7,1237,Diana Robbins,female,2,4,10,5,2
8,1238,Rickey Mckenzie,female,3,5,3,7,1
9,1239,Beth Simmons,male,6,2,5,8,8
10,1199,Jessica Payne,male,6,6,9,10,6
11,1200,Juan Russell,male,10,5,5,9,4
12,1201,Milton Martin,female,1,10,1,2,9
13,1202,Carlos Baker,female,8,1,8,9,10
14,1203,Harvey Holland,male,7,7,6,1,9
15,1204,Roosevelt Romero,male,6,4,3,3,1
16,1205,Andy Gill,female,2,10,3,3,7
17,1206,Leigh Sharp,male,3,9,9,2,4
18,1207,Hilda Allen,female,3,7,2,6,10
19,1208,Raymond Weber,male,1,4,4,4,5
20,1209,Gerald Henry,male,7,6,6,5,4
21,1210,Jean Price,female,5,8,5,2,5
22,1211,Verna Marshall,male,1,5,9,7,10
23,1212,Mona Porter,male,10,7,2,8,3
24,1213,Maureen Todd,female,10,6,8,7,2
25,1214,Glenda Woods,male,6,2,9,5,4
26,1215,Seth Hampton,male,7,4,9,9,6
27,1216,Alison Nichols,male,9,10,7,6,7
28,1217,Kayla Evans,female,10,9,8,3,1
29,1218,Levi Freeman,female,7,1,8,1,6
30,1219,Henry Williamson,male,4,8,10,2,7
31,1220,Virgil Jacobs,male,10,5,5,2,1
32,1221,Shelley Hughes,female,1,5,6,4,10
33,1222,Clifford Obrien,male,7,1,10,3,7
34,1223,Armando Harrison,male,1,5,4,2,6
35,1224,Judith Conner,female,2,6,3,7,4
36,1225,Peter Underwood,female,9,1,3,6,8
37,1226,Betsy Gutierrez,male,1,6,1,2,8
38,1227,Alexis Mcbride,female,4,3,10,9,4
39,1228,Courtney Kennedy,female,5,2,1,7,1
40,1229,Clint Lynch,male,3,6,8,3,2
41,1230,Bertha Smith,female,8,10,1,5,8
