STT,MSHS,TEN,GIOI TINH,DIEM MIENG,DIEM 15 PHUT,DIEM 1 tIET, DIEM GIUA KY, DIEM CUOI KY
1,1231,Marshall Huff,female,8,6,4,3,7
2,1232,Robin Ramsey,male,6,7,4,6,6
3,1233,Noel Holmes,male,6,10,4,7,1
4,1234,Leland Oliver,female,3,8,6,3,1
5,1235,Ellis Davidson,female,1,2,7,6,1
6,1236,Laverne Mendoza,female,5,4,3,9,2
7,1237,Diana Robbins,female,6,6,10,4,8
8,1238,Rickey Mckenzie,female,9,4,4,9,3
9,1239,Beth Simmons,male,9,5,8,10,6
10,1199,Jessica Payne,male,8,6,2,6,1
11,1200,Juan Russell,male,2,10,10,1,4
12,1201,Milton Martin,female,9,5,7,4,8
13,1202,Carlos Baker,female,8,9,8,1,5
14,1203,Harvey Holland,male,3,1,9,6,9
15,1204,Roosevelt Romero,male,6,4,9,10,3
16,1205,Andy Gill,female,2,5,1,8,10
17,1206,Leigh Sharp,male,1,6,1,4,9
18,1207,Hilda Allen,female,3,5,8,4,3
19,1208,Raymond Weber,male,9,7,6,1,1
20,1209,Gerald Henry,male,10,9,4,1,2
21,1210,Jean Price,female,1,9,2,1,2
22,1211,Verna Marshall,male,10,4,4,1,3
23,1212,Mona Porter,male,9,2,3,5,3
24,1213,Maureen Todd,female,5,5,7,4,8
25,1214,Glenda Woods,male,9,9,5,4,8
26,1215,Seth Hampton,male,1,1,8,4,8
27,1216,Alison Nichols,male,2,9,5,6,3
28,1217,Kayla Evans,female,7,10,9,5,2
29,1218,Levi Freeman,female,10,7,2,6,8
30,1219,Henry Williamson,male,10,3,5,9,9
31,1220,Virgil Jacobs,male,8,4,6,8,3
32,1221,Shelley Hughes,female,7,3,4,6,1
33,1222,Clifford Obrien,male,1,4,6,9,1
34,1223,Armando Harrison,male,2,4,8,4,9
35,1224,Judith Conner,female,6,1,10,1,10
36,1225,Peter Underwood,female,6,3,6,1,10
37,1226,Betsy Gutierrez,male,7,9,7,7,1
38,1227,Alexis Mcbride,female,10,4,6,5,3
39,1228,Courtney Kennedy,female,6,7,3,10,1
40,1229,Clint Lynch,male,3,9,5,5,10
41,1230,Bertha Smith,female,10,1,7,3,7
