STT,MSHS,TEN,GIOI TINH,DIEM MIENG,DIEM 15 PHUT,DIEM 1 tIET, DIEM GIUA KY, DIEM CUOI KY
1,1231,Marshall Huff,female,2,10,8,9,2
2,1232,Robin Ramsey,male,2,1,4,4,3
3,1233,Noel Holmes,male,7,2,2,4,8
4,1234,Leland Oliver,female,6,6,5,2,2
5,1235,Ellis Davidson,female,3,1,6,2,4
6,1236,Laverne Mendoza,female,7,10,10,4,8
7,1237,Diana Robbins,female,7,8,9,8,10
8,1238,Rickey Mckenzie,female,5,5,2,5,9
9,1239,Beth Simmons,male,10,7,7,3,6
10,1199,Jessica Payne,male,6,5,10,7,6
11,1200,Juan Russell,male,8,2,5,10,5
12,1201,Milton Martin,female,4,8,4,1,10
13,1202,Carlos Baker,female,2,8,5,1,6
14,1203,Harvey Holland,male,5,5,5,6,4
15,1204,Roosevelt Romero,male,5,10,1,4,3
16,1205,Andy Gill,female,4,6,9,8,8
17,1206,Leigh Sharp,male,1,8,2,2,10
18,1207,Hilda Allen,female,6,5,1,3,10
19,1208,Raymond Weber,male,7,3,6,2,4
20,1209,Gerald Henry,male,9,3,10,6,9
21,1210,Jean Price,female,5,10,6,1,9
22,1211,Verna Marshall,male,4,4,6,2,10
23,1212,Mona Porter,male,2,1,7,8,3
24,1213,Maureen Todd,female,2,8,9,10,1
25,1214,Glenda Woods,male,7,7,3,8,2
26,1215,Seth Hampton,male,2,5,7,5,5
27,1216,Alison Nichols,male,10,4,1,3,3
28,1217,Kayla Evans,female,8,4,3,5,3
29,1218,Levi Freeman,female,6,7,6,10,5
30,1219,Henry Williamson,male,5,1,2,1,6
31,1220,Virgil Jacobs,male,4,1,7,5,6
32,1221,Shelley Hughes,female,9,4,9,6,3
33,1222,Clifford Obrien,male,1,2,1,5,10
34,1223,Armando Harrison,male,10,9,8,4,2
35,1224,Judith Conner,female,6,1,8,10,9
36,1225,Peter Underwood,female,3,9,5,3,8
37,1226,Betsy Gutierrez,male,4,4,8,8,5
38,1227,Alexis Mcbride,female,1,1,5,8,4
39,1228,Courtney Kennedy,female,8,2,2,8,6
40,1229,Clint Lynch,male,4,4,6,5,2
41,1230,Bertha Smith,female,10,8,8,10,3
