STT,MSHS,TEN,GIOI TINH,DIEM MIENG,DIEM 15 PHUT,DIEM 1 tIET, DIEM GIUA KY, DIEM CUOI KY
1,1119,Nathaniel Watts,female,7,6,5,9,6
2,1120,Alberta Ingram,male,10,7,5,4,7
3,1121,Gayle Welch,female,6,10,10,4,4
4,1122,Lindsey Elliott,female,4,5,2,2,8
5,1123,Marcus Lindsey,female,10,2,9,7,8
6,1124,Juana Jenkins,female,10,10,3,9,6
7,1125,Martha Peters,female,6,8,10,6,9
8,1126,Katie Glover,male,10,4,8,7,6
9,1127,Mark Perry,female,2,9,3,9,4
10,1128,Jessie Rowe,male,8,3,2,6,2
11,1129,Delores Gibbs,female,1,3,7,7,4
12,1130,Winston Schmidt,female,3,1,10,1,7
13,1131,Betsy Ramos,male,10,9,10,6,1
14,1132,Wesley Terry,female,2,5,6,1,9
15,1133,Stewart Bishop,female,6,8,9,3,6
16,1134,Ricky Frank,male,5,9,4,5,8
17,1135,Brooke Collins,female,1,2,5,7,9
18,1136,Yolanda Gibson,male,9,2,7,7,8
19,1137,Julius Hammond,male,9,10,3,3,4
20,1138,Trevor Klein,female,8,9,5,4,5
21,1139,Olga Henry,male,2,9,8,3,4
22,1140,Yolanda Lawrence,male,4,1,9,9,3
23,1141,Karen Greene,female,5,7,4,2,6
24,1142,Melinda Watts,male,8,5,6,7,3
25,1143,Terry Gibson,female,2,7,1,8,1
26,1144,Rosemarie Simon,male,7,2,4,2,7
27,1145,Dale Chandler,male,4,1,9,2,2
28,1146,Tommie Page,male,4,7,1,2,9
29,1147,Malcolm Wood,female,7,6,3,5,9
30,1148,Jorge Jennings,female,5,6,8,5,6
31,1149,Tammy Sullivan,male,9,8,4,5,1
32,1150,Sherri Stevenson,male,10,5,7,9,3
33,1151,Francis Mccoy,male,6,10,2,10,4
34,1152,Noah Lambert,female,4,5,8,6,5
35,1153,Alvin Ryan,male,7,10,9,5,4
36,1154,Ollie Green,female,3,10,4,10,5
37,1155,Marta Alvarez,female,6,4,5,7,3
38,1156,Jerald Luna,male,5,2,6,6,4
39,1157,Myrtle Barnes,male,6,10,10,2,4
40,1158,Susan Flores,male,10,5,5,8,5
