STT,MSHS,TEN,GIOI TINH,DIEM MIENG,DIEM 15 PHUT,DIEM 1 tIET, DIEM GIUA KY, DIEM CUOI KY
1,1119,Nathaniel Watts,female,9,5,8,2,10
2,1120,Alberta Ingram,male,7,1,2,6,9
3,1121,Gayle Welch,female,2,2,5,5,8
4,1122,Lindsey Elliott,female,2,9,6,4,9
5,1123,Marcus Lindsey,female,8,4,9,7,5
6,1124,Juana Jenkins,female,5,1,6,2,3
7,1125,Martha Peters,female,1,7,8,5,8
8,1126,Katie Glover,male,5,4,3,3,10
9,1127,Mark Perry,female,6,8,7,1,2
10,1128,Jessie Rowe,male,7,4,2,2,3
11,1129,Delores Gibbs,female,9,8,4,3,10
12,1130,Winston Schmidt,female,7,6,2,6,3
13,1131,Betsy Ramos,male,9,10,3,6,10
14,1132,Wesley Terry,female,6,7,4,8,4
15,1133,Stewart Bishop,female,10,6,1,1,9
16,1134,Ricky Frank,male,8,5,9,10,10
17,1135,Brooke Collins,female,8,1,7,3,3
18,1136,Yolanda Gibson,male,1,3,3,4,4
19,1137,Julius Hammond,male,5,3,8,8,4
20,1138,Trevor Klein,female,2,1,10,10,1
21,1139,Olga Henry,male,4,1,10,5,6
22,1140,Yolanda Lawrence,male,10,10,7,8,7
23,1141,Karen Greene,female,9,4,8,10,4
24,1142,Melinda Watts,male,2,9,5,4,9
25,1143,Terry Gibson,female,2,7,6,1,9
26,1144,Rosemarie Simon,male,2,8,8,5,4
27,1145,Dale Chandler,male,5,4,3,3,4
28,1146,Tommie Page,male,5,7,6,5,7
29,1147,Malcolm Wood,female,8,9,1,3,7
30,1148,Jorge Jennings,female,1,1,6,2,10
31,1149,Tammy Sullivan,male,2,8,5,3,10
32,1150,Sherri Stevenson,male,8,8,7,9,8
33,1151,Francis Mccoy,male,9,1,3,3,9
34,1152,Noah Lambert,female,1,1,9,1,8
35,1153,Alvin Ryan,male,9,10,3,6,6
36,1154,Ollie Green,female,7,4,1,9,3
37,1155,Marta Alvarez,female,3,10,6,10,5
38,1156,Jerald Luna,male,3,2,1,8,9
39,1157,Myrtle Barnes,male,1,9,2,5,3
40,1158,Susan Flores,male,10,3,3,2,7
