STT,MSHS,TEN,GIOI TINH,DIEM MIENG,DIEM 15 PHUT,DIEM 1 tIET, DIEM GIUA KY, DIEM CUOI KY
1,1039,Maria King,male,1,1,3,9,3
2,1040,Cornelius Delgado,female,6,8,9,9,3
3,1041,Jo Underwood,female,1,9,5,3,2
4,1042,Guadalupe Aguilar,female,8,2,10,8,9
5,1043,Stacey Wood,male,10,1,1,10,6
6,1044,Darin Dawson,female,5,10,4,4,8
7,1045,James Carson,male,5,1,10,10,5
8,1046,Bonnie Taylor,male,3,3,8,3,1
9,1047,Rickey Maldonado,female,10,5,1,8,5
10,1048,Ivan Shaw,female,3,2,3,1,1
11,1049,Krista Murphy,female,9,9,5,3,5
12,1050,Mona Tyler,female,5,8,3,2,6
13,1051,Laverne Roberts,female,3,9,8,9,4
14,1052,Rex Soto,female,7,2,7,5,1
15,1053,Robert Matthews,female,5,8,3,5,8
16,1054,Maryann Newman,female,3,8,4,5,7
17,1055,Gordon Oliver,male,4,8,8,1,3
18,1056,Kelvin Greene,female,8,3,6,1,3
19,1057,Elbert Burns,female,1,5,6,5,8
20,1058,Nicole Garrett,male,5,8,5,1,1
21,1059,Jerald Crawford,male,5,7,5,6,9
22,1060,Catherine Torres,male,3,10,1,5,4
23,1061,Stanley Vega,male,10,3,2,10,9
24,1062,Frederick Ray,female,5,1,9,4,3
25,1063,Loren Barnett,female,9,1,3,10,10
26,1064,Terrance Wallace,female,6,2,10,9,2
27,1065,Johanna Warren,male,9,5,10,7,9
28,1066,Dallas Benson,male,3,8,9,4,10
29,1067,Malcolm Cooper,male,2,7,1,7,2
30,1068,Troy Mcdonald,female,7,7,6,4,4
31,1069,Sergio Morrison,male,4,8,2,9,2
32,1070,Genevieve Bell,female,1,1,8,5,6
33,1071,Celia Swanson,male,10,2,7,5,9
34,1072,Jordan Tran,female,2,9,9,2,7
35,1073,Amy Black,male,4,7,6,7,5
36,1074,Craig Barton,male,4,2,6,1,6
37,1075,Lynn Adams,female,4,3,5,4,4
38,1076,Clifford Patton,male,8,9,9,3,10
39,1077,Wilma Simpson,female,10,2,1,2,3
40,1078,Beth Simmons,male,1,10,8,5,1
