STT,MSHS,TEN,GIOI TINH,DIEM MIENG,DIEM 15 PHUT,DIEM 1 tIET, DIEM GIUA KY, DIEM CUOI KY
1,1039,Maria King,male,10,3,2,8,4
2,1040,Cornelius Delgado,female,4,9,10,10,4
3,1041,Jo Underwood,female,5,4,3,3,8
4,1042,Guadalupe Aguilar,female,8,1,9,7,10
5,1043,Stacey Wood,male,5,2,4,6,9
6,1044,Darin Dawson,female,3,6,4,5,8
7,1045,James Carson,male,6,6,6,10,1
8,1046,Bonnie Taylor,male,2,5,9,8,3
9,1047,Rickey Maldonado,female,7,2,4,10,10
10,1048,Ivan Shaw,female,1,1,3,1,2
11,1049,Krista Murphy,female,6,4,2,8,6
12,1050,Mona Tyler,female,5,5,9,6,6
13,1051,Laverne Roberts,female,9,8,10,9,10
14,1052,Rex Soto,female,4,9,1,7,10
15,1053,Robert Matthews,female,8,8,1,5,7
16,1054,Maryann Newman,female,10,1,4,6,10
17,1055,Gordon Oliver,male,7,7,4,4,10
18,1056,Kelvin Greene,female,5,6,5,7,10
19,1057,Elbert Burns,female,2,8,10,6,3
20,1058,Nicole Garrett,male,7,7,8,9,2
21,1059,Jerald Crawford,male,4,2,10,6,10
22,1060,Catherine Torres,male,6,10,4,4,8
23,1061,Stanley Vega,male,8,8,9,10,5
24,1062,Frederick Ray,female,10,7,8,3,2
25,1063,Loren Barnett,female,2,5,2,1,9
26,1064,Terrance Wallace,female,1,10,1,7,1
27,1065,Johanna Warren,male,1,7,3,8,10
28,1066,Dallas Benson,male,2,1,5,7,5
29,1067,Malcolm Cooper,male,8,4,8,7,10
30,1068,Troy Mcdonald,female,6,4,1,4,10
31,1069,Sergio Morrison,male,6,4,3,8,3
32,1070,Genevieve Bell,female,8,10,1,8,2
33,1071,Celia Swanson,male,5,10,9,4,6
34,1072,Jordan Tran,female,6,7,5,10,3
35,1073,Amy Black,male,7,2,10,6,3
36,1074,Craig Barton,male,1,2,1,6,7
37,1075,Lynn Adams,female,5,4,6,3,6
38,1076,Clifford Patton,male,8,7,2,1,4
39,1077,Wilma Simpson,female,4,7,1,3,1
40,1078,Beth Simmons,male,9,6,3,4,2
