STT,MSHS,TEN,GIOI TINH,DIEM MIENG,DIEM 15 PHUT,DIEM 1 tIET, DIEM GIUA KY, DIEM CUOI KY
1,1039,Maria King,male,1,6,2,8,9
2,1040,Cornelius Delgado,female,2,10,10,3,2
3,1041,Jo Underwood,female,8,7,5,8,7
4,1042,Guadalupe Aguilar,female,10,7,9,9,9
5,1043,Stacey Wood,male,2,7,4,6,10
6,1044,Darin Dawson,female,3,5,1,4,4
7,1045,James Carson,male,4,4,4,2,9
8,1046,Bonnie Taylor,male,8,10,4,9,8
9,1047,Rickey Maldonado,female,8,3,8,7,7
10,1048,Ivan Shaw,female,4,5,9,7,9
11,1049,Krista Murphy,female,1,4,10,8,6
12,1050,Mona Tyler,female,10,1,1,1,10
13,1051,Laverne Roberts,female,2,2,4,10,5
14,1052,Rex Soto,female,8,5,1,9,10
15,1053,Robert Matthews,female,4,7,2,1,10
16,1054,Maryann Newman,female,4,4,8,3,10
17,1055,Gordon Oliver,male,8,10,1,1,2
18,1056,Kelvin Greene,female,7,9,8,6,2
19,1057,Elbert Burns,female,10,8,2,3,8
20,1058,Nicole Garrett,male,2,7,1,8,8
21,1059,Jerald Crawford,male,3,10,3,10,4
22,1060,Catherine Torres,male,6,2,3,8,3
23,1061,Stanley Vega,male,2,3,2,6,5
24,1062,Frederick Ray,female,5,6,1,5,3
25,1063,Loren Barnett,female,1,10,8,1,10
26,1064,Terrance Wallace,female,4,7,10,1,7
27,1065,Johanna Warren,male,4,6,5,2,10
28,1066,Dallas Benson,male,7,3,9,2,4
29,1067,Malcolm Cooper,male,7,7,3,8,8
30,1068,Troy Mcdonald,female,9,4,8,7,8
31,1069,Sergio Morrison,male,7,2,1,8,9
32,1070,Genevieve Bell,female,10,10,6,2,9
33,1071,Celia Swanson,male,4,8,10,8,1
34,1072,Jordan Tran,female,7,5,8,5,3
35,1073,Amy Black,male,2,6,7,8,8
36,1074,Craig Barton,male,2,5,4,6,5
37,1075,Lynn Adams,female,9,1,7,10,3
38,1076,Clifford Patton,male,1,6,8,3,9
39,1077,Wilma Simpson,female,1,10,1,3,2
40,1078,Beth Simmons,male,1,3,9,5,8
