STT,MSHS,TEN,GIOI TINH,DIEM MIENG,DIEM 15 PHUT,DIEM 1 tIET, DIEM GIUA KY, DIEM CUOI KY
1,1039,Maria King,male,3,9,8,5,10
2,1040,Cornelius Delgado,female,7,3,2,4,2
3,1041,Jo Underwood,female,1,10,2,8,6
4,1042,Guadalupe Aguilar,female,1,3,5,3,6
5,1043,Stacey Wood,male,1,7,4,10,2
6,1044,Darin Dawson,female,8,9,3,10,6
7,1045,James Carson,male,7,3,2,10,2
8,1046,Bonnie Taylor,male,6,8,1,1,3
9,1047,Rickey Maldonado,female,2,1,1,4,8
10,1048,Ivan Shaw,female,8,5,5,7,7
11,1049,Krista Murphy,female,10,2,1,10,6
12,1050,Mona Tyler,female,9,8,4,7,2
13,1051,Laverne Roberts,female,8,10,7,6,5
14,1052,Rex Soto,female,9,9,9,3,2
15,1053,Robert Matthews,female,8,4,8,9,10
16,1054,Maryann Newman,female,7,6,9,10,7
17,1055,Gordon Oliver,male,3,4,3,8,3
18,1056,Kelvin Greene,female,5,4,5,5,4
19,1057,Elbert Burns,female,3,7,2,4,2
20,1058,Nicole Garrett,male,6,9,2,3,1
21,1059,Jerald Crawford,male,8,7,3,1,7
22,1060,Catherine Torres,male,9,9,4,4,6
23,1061,Stanley Vega,male,7,2,1,10,8
24,1062,Frederick Ray,female,3,9,8,6,8
25,1063,Loren Barnett,female,4,4,9,5,3
26,1064,Terrance Wallace,female,5,10,10,9,6
27,1065,Johanna Warren,male,2,6,8,4,9
28,1066,Dallas Benson,male,8,8,7,10,1
29,1067,Malcolm Cooper,male,9,10,5,8,8
30,1068,Troy Mcdonald,female,9,1,1,8,9
31,1069,Sergio Morrison,male,9,4,6,2,9
32,1070,Genevieve Bell,female,10,8,9,6,4
33,1071,Celia Swanson,male,5,2,9,9,7
34,1072,Jordan Tran,female,7,9,9,4,2
35,1073,Amy Black,male,1,7,1,9,1
36,1074,Craig Barton,male,4,5,7,7,6
37,1075,Lynn Adams,female,7,3,5,6,2
38,1076,Clifford Patton,male,3,2,3,3,5
39,1077,Wilma Simpson,female,8,2,7,4,8
40,1078,Beth Simmons,male,2,7,8,3,8
