STT,MSHS,TEN,GIOI TINH,DIEM MIENG,DIEM 15 PHUT,DIEM 1 tIET, DIEM GIUA KY, DIEM CUOI KY
1,1079,Dixie Campbell,male,8,9,1,3,1
2,1080,Louis Rice,male,9,5,2,9,10
3,1081,Nathan Holland,male,5,5,3,4,7
4,1082,Terrence Wade,male,8,5,4,4,6
5,1083,Everett Mathis,female,4,6,10,4,7
6,1084,Roberta Joseph,female,4,1,5,8,7
7,1085,Julio Hardy,male,8,2,5,8,4
8,1086,Armando Fox,female,8,9,2,10,5
9,1087,Iris Hunter,female,4,2,10,1,3
10,1088,Otis Townsend,female,9,7,4,3,7
11,1089,Olive Harris,male,4,3,4,6,10
12,1090,Ian Brewer,male,9,10,9,2,5
13,1091,Greg Foster,female,8,9,4,1,6
14,1092,Erika Barnes,male,7,10,1,8,10
15,1093,Eric Mccarthy,female,10,3,4,2,5
16,1094,Erik Mcguire,male,7,5,7,6,9
17,1095,Archie Dawson,female,4,3,9,10,3
18,1096,Nancy Hughes,female,6,2,2,1,10
19,1097,Salvador Robbins,female,1,8,3,5,5
20,1098,Casey Neal,female,5,1,10,10,2
21,1099,Ricardo Wilkins,female,6,3,7,1,9
22,1100,Eva Miller,female,7,9,6,3,1
23,1101,Russell Reyes,female,3,6,10,9,7
24,1102,Cora Floyd,male,10,5,10,4,2
25,1103,Rick Herrera,male,4,2,2,6,10
26,1104,Anne Morris,male,1,8,8,5,7
27,1105,Samuel Burke,male,2,7,3,8,3
28,1106,Tara Hawkins,female,10,10,2,7,2
29,1107,Marc Little,male,10,6,6,6,10
30,1108,Andres Houston,female,8,10,6,9,2
31,1109,Geraldine George,male,5,6,1,8,6
32,1110,Fernando Roy,female,7,1,5,5,3
33,1111,Myra Burgess,male,6,7,10,5,8
34,1112,Leah Wilkerson,male,7,4,6,4,5
35,1113,Danielle Ball,female,9,3,2,10,4
36,1114,Carl Rios,female,9,10,7,7,3
37,1115,Viola Thomas,female,9,3,5,2,10
38,1116,Esther Mendoza,female,2,6,10,6,7
39,1117,Constance Ramsey,female,4,1,2,5,5
40,1118,Irene Vasquez,male,7,10,9,4,3
