STT,MSHS,TEN,GIOI TINH,DIEM MIENG,DIEM 15 PHUT,DIEM 1 tIET, DIEM GIUA KY, DIEM CUOI KY
1,1079,Dixie Campbell,male,1,7,6,6,4
2,1080,Louis Rice,male,4,8,1,4,9
3,1081,Nathan Holland,male,3,8,4,7,8
4,1082,Terrence Wade,male,3,3,4,1,5
5,1083,Everett Mathis,female,10,3,8,2,5
6,1084,Roberta Joseph,female,9,2,3,7,9
7,1085,Julio Hardy,male,6,2,1,2,7
8,1086,Armando Fox,female,2,7,2,9,4
9,1087,Iris Hunter,female,8,9,7,7,5
10,1088,Otis Townsend,female,1,2,1,3,5
11,1089,Olive Harris,male,7,6,1,2,10
12,1090,Ian Brewer,male,5,7,9,3,9
13,1091,Greg Foster,female,6,1,6,10,3
14,1092,Erika Barnes,male,7,10,1,7,2
15,1093,Eric Mccarthy,female,5,7,3,9,1
16,1094,Erik Mcguire,male,3,5,1,6,2
17,1095,Archie Dawson,female,1,3,3,4,3
18,1096,Nancy Hughes,female,4,2,1,6,1
19,1097,Salvador Robbins,female,9,8,9,5,10
20,1098,Casey Neal,female,2,2,7,6,3
21,1099,Ricardo Wilkins,female,5,9,7,4,1
22,1100,Eva Miller,female,1,10,3,10,5
23,1101,Russell Reyes,female,6,6,1,10,3
24,1102,Cora Floyd,male,10,9,5,6,9
25,1103,Rick Herrera,male,1,1,3,2,9
26,1104,Anne Morris,male,2,10,5,7,6
27,1105,Samuel Burke,male,4,8,2,1,1
28,1106,Tara Hawkins,female,4,10,1,8,8
29,1107,Marc Little,male,6,10,3,5,10
30,1108,Andres Houston,female,1,10,5,2,1
31,1109,Geraldine George,male,1,10,4,7,4
32,1110,Fernando Roy,female,8,3,1,9,4
33,1111,Myra Burgess,male,7,8,6,5,8
34,1112,Leah Wilkerson,male,1,8,7,6,9
35,1113,Danielle Ball,female,1,8,8,9,8
36,1114,Carl Rios,female,2,9,9,4,1
37,1115,Viola Thomas,female,10,4,2,9,5
38,1116,Esther Mendoza,female,2,2,6,10,2
39,1117,Constance Ramsey,female,6,10,2,4,1
40,1118,Irene Vasquez,male,4,1,8,1,7
