STT,MSHS,TEN,GIOI TINH,DIEM MIENG,DIEM 15 PHUT,DIEM 1 tIET, DIEM GIUA KY, DIEM CUOI KY
1,1079,Dixie Campbell,male,7,6,4,9,8
2,1080,Louis Rice,male,1,1,4,9,9
3,1081,Nathan Holland,male,6,8,10,7,10
4,1082,Terrence Wade,male,10,10,2,10,2
5,1083,Everett Mathis,female,2,4,3,1,5
6,1084,Roberta Joseph,female,6,7,9,1,6
7,1085,Julio Hardy,male,3,4,5,4,5
8,1086,Armando Fox,female,8,1,4,10,9
9,1087,Iris Hunter,female,8,10,9,7,6
10,1088,Otis Townsend,female,9,9,8,3,6
11,1089,Olive Harris,male,6,7,2,3,4
12,1090,Ian Brewer,male,4,3,4,1,1
13,1091,Greg Foster,female,6,1,8,9,4
14,1092,Erika Barnes,male,6,10,8,5,7
15,1093,Eric Mccarthy,female,2,6,2,2,7
16,1094,Erik Mcguire,male,2,9,10,8,7
17,1095,Archie Dawson,female,3,6,3,5,8
18,1096,Nancy Hughes,female,2,6,10,1,3
19,1097,Salvador Robbins,female,9,6,1,2,10
20,1098,Casey Neal,female,9,8,8,4,9
21,1099,Ricardo Wilkins,female,10,3,4,9,9
22,1100,Eva Miller,female,8,2,6,10,3
23,1101,Russell Reyes,female,7,7,5,3,8
24,1102,Cora Floyd,male,4,5,4,10,7
25,1103,Rick Herrera,male,9,5,4,3,7
26,1104,Anne Morris,male,1,1,8,8,8
27,1105,Samuel Burke,male,3,6,2,10,1
28,1106,Tara Hawkins,female,9,2,7,2,6
29,1107,Marc Little,male,5,4,9,9,9
30,1108,Andres Houston,female,1,8,7,7,6
31,1109,Geraldine George,male,7,3,2,10,5
32,1110,Fernando Roy,female,8,4,1,1,7
33,1111,Myra Burgess,male,5,5,10,3,7
34,1112,Leah Wilkerson,male,5,7,6,5,6
35,1113,Danielle Ball,female,4,9,6,7,4
36,1114,Carl Rios,female,3,2,6,5,6
37,1115,Viola Thomas,female,3,10,9,1,10
38,1116,Esther Mendoza,female,1,6,6,3,7
39,1117,Constance Ramsey,female,8,8,9,8,4
40,1118,Irene Vasquez,male,4,5,9,4,5
