STT,MSHS,TEN,GIOI TINH,DIEM MIENG,DIEM 15 PHUT,DIEM 1 tIET, DIEM GIUA KY, DIEM CUOI KY
1,1079,Dixie Campbell,male,4,9,4,7,8
2,1080,Louis Rice,male,6,4,4,1,10
3,1081,Nathan Holland,male,5,5,5,6,5
4,1082,Terrence Wade,male,10,7,2,5,6
5,1083,Everett Mathis,female,5,10,9,2,6
6,1084,Roberta Joseph,female,6,8,9,2,4
7,1085,Julio Hardy,male,9,7,7,1,1
8,1086,Armando Fox,female,10,2,8,1,8
9,1087,Iris Hunter,female,10,6,8,5,8
10,1088,Otis Townsend,female,5,10,1,5,5
11,1089,Olive Harris,male,9,4,3,1,4
12,1090,Ian Brewer,male,1,9,9,1,1
13,1091,Greg Foster,female,2,10,9,7,5
14,1092,Erika Barnes,male,10,4,1,2,10
15,1093,Eric Mccarthy,female,7,7,9,9,9
16,1094,Erik Mcguire,male,1,1,2,8,2
17,1095,Archie Dawson,female,7,4,3,5,3
18,1096,Nancy Hughes,female,7,1,1,8,5
19,1097,Salvador Robbins,female,7,5,3,9,8
20,1098,Casey Neal,female,1,9,8,2,2
21,1099,Ricardo Wilkins,female,6,7,6,3,6
22,1100,Eva Miller,female,1,7,3,4,7
23,1101,Russell Reyes,female,4,6,9,9,3
24,1102,Cora Floyd,male,8,10,9,5,2
25,1103,Rick Herrera,male,9,5,2,9,3
26,1104,Anne Morris,male,7,6,5,4,4
27,1105,Samuel Burke,male,3,10,7,10,6
28,1106,Tara Hawkins,female,9,9,4,6,8
29,1107,Marc Little,male,3,10,8,2,4
30,1108,Andres Houston,female,5,10,7,8,10
31,1109,Geraldine George,male,9,2,1,7,5
32,1110,Fernando Roy,female,6,1,7,3,2
33,1111,Myra Burgess,male,2,5,5,7,8
34,1112,Leah Wilkerson,male,8,1,2,4,10
35,1113,Danielle Ball,female,5,3,2,7,8
36,1114,Carl Rios,female,5,4,3,9,6
37,1115,Viola Thomas,female,1,7,10,2,9
38,1116,Esther Mendoza,female,1,5,2,1,10
39,1117,Constance Ramsey,female,5,9,6,3,8
40,1118,Irene Vasquez,male,4,6,8,1,1
