STT,MSHS,TEN,GIOI TINH,DIEM MIENG,DIEM 15 PHUT,DIEM 1 tIET, DIEM GIUA KY, DIEM CUOI KY
1,1231,Marshall Huff,female,8,4,1,6,6
2,1232,Robin Ramsey,male,1,9,10,9,4
3,1233,Noel Holmes,male,9,2,10,3,1
4,1234,Leland Oliver,female,10,6,1,9,10
5,1235,Ellis Davidson,female,8,10,1,5,5
6,1236,Laverne Mendoza,female,9,7,7,1,1
7,1237,Diana Robbins,female,1,4,1,9,4
8,1238,Rickey Mckenzie,female,4,4,3,4,10
9,1239,Beth Simmons,male,3,5,5,2,3
10,1199,Jessica Payne,male,10,3,9,5,8
11,1200,Juan Russell,male,1,10,5,1,9
12,1201,Milton Martin,female,3,1,9,1,7
13,1202,Carlos Baker,female,9,5,10,1,5
14,1203,Harvey Holland,male,10,8,1,6,6
15,1204,Roosevelt Romero,male,8,6,1,5,5
16,1205,Andy Gill,female,8,3,10,9,10
17,1206,Leigh Sharp,male,3,6,6,6,8
18,1207,Hilda Allen,female,3,6,8,4,5
19,1208,Raymond Weber,male,4,3,3,9,9
20,1209,Gerald Henry,male,8,8,2,1,5
21,1210,Jean Price,female,1,5,8,6,1
22,1211,Verna Marshall,male,8,1,7,1,9
23,1212,Mona Porter,male,3,1,2,5,6
24,1213,Maureen Todd,female,9,9,7,6,6
25,1214,Glenda Woods,male,4,10,1,2,1
26,1215,Seth Hampton,male,10,7,7,7,5
27,1216,Alison Nichols,male,10,7,9,7,10
28,1217,Kayla Evans,female,4,2,8,7,3
29,1218,Levi Freeman,female,5,4,6,3,9
30,1219,Henry Williamson,male,8,2,2,10,6
31,1220,Virgil Jacobs,male,5,3,2,3,9
32,1221,Shelley Hughes,female,10,8,8,6,2
33,1222,Clifford Obrien,male,8,9,4,6,8
34,1223,Armando Harrison,male,4,2,3,7,7
35,1224,Judith Conner,female,2,2,4,5,8
36,1225,Peter Underwood,female,1,8,6,1,10
37,1226,Betsy Gutierrez,male,7,6,1,3,10
38,1227,Alexis Mcbride,female,2,6,3,5,4
39,1228,Courtney Kennedy,female,1,2,10,9,7
40,1229,Clint Lynch,male,7,7,1,7,4
41,1230,Bertha Smith,female,8,10,1,1,2
