STT,MSHS,TEN,GIOI TINH,DIEM MIENG,DIEM 15 PHUT,DIEM 1 tIET, DIEM GIUA KY, DIEM CUOI KY
1,1231,Marshall Huff,female,10,4,8,7,1
2,1232,Robin Ramsey,male,7,6,6,6,8
3,1233,Noel Holmes,male,1,2,4,2,3
4,1234,Leland Oliver,female,9,9,3,6,3
5,1235,Ellis Davidson,female,1,10,2,6,6
6,1236,Laverne Mendoza,female,10,4,8,8,4
7,1237,Diana Robbins,female,1,4,3,9,8
8,1238,Rickey Mckenzie,female,9,8,6,1,5
9,1239,Beth Simmons,male,4,2,2,1,2
10,1199,Jessica Payne,male,9,8,7,1,6
11,1200,Juan Russell,male,7,9,3,8,3
12,1201,Milton Martin,female,10,2,3,6,3
13,1202,Carlos Baker,female,2,10,10,9,2
14,1203,Harvey Holland,male,6,8,5,2,8
15,1204,Roosevelt Romero,male,7,1,10,10,1
16,1205,Andy Gill,female,1,9,10,3,5
17,1206,Leigh Sharp,male,3,7,1,1,4
18,1207,Hilda Allen,female,2,2,1,3,4
19,1208,Raymond Weber,male,6,8,2,2,6
20,1209,Gerald Henry,male,9,3,4,6,8
21,1210,Jean Price,female,9,8,4,1,7
22,1211,Verna Marshall,male,9,8,10,2,1
23,1212,Mona Porter,male,3,1,5,7,2
24,1213,Maureen Todd,female,3,4,6,8,2
25,1214,Glenda Woods,male,1,10,3,9,10
26,1215,Seth Hampton,male,5,10,1,2,4
27,1216,Alison Nichols,male,6,8,2,7,6
28,1217,Kayla Evans,female,9,7,7,5,5
29,1218,Levi Freeman,female,9,8,2,6,8
30,1219,Henry Williamson,male,3,10,3,4,2
31,1220,Virgil Jacobs,male,10,10,8,7,7
32,1221,Shelley Hughes,female,9,8,9,4,5
33,1222,Clifford Obrien,male,7,10,5,10,2
34,1223,Armando Harrison,male,8,4,5,2,5
35,1224,Judith Conner,female,5,9,2,7,9
36,1225,Peter Underwood,female,6,6,7,4,8
37,1226,Betsy Gutierrez,male,2,5,9,1,7
38,1227,Alexis Mcbride,female,5,6,7,2,9
39,1228,Courtney Kennedy,female,6,2,10,8,10
40,1229,Clint Lynch,male,10,3,2,5,1
41,1230,Bertha Smith,female,8,2,6,2,6
