STT,MSHS,TEN,GIOI TINH,DIEM MIENG,DIEM 15 PHUT,DIEM 1 tIET, DIEM GIUA KY, DIEM CUOI KY
1,1231,Marshall Huff,female,2,2,10,1,6
2,1232,Robin Ramsey,male,6,1,7,3,10
3,1233,Noel Holmes,male,6,5,6,3,10
4,1234,Leland Oliver,female,5,6,6,1,4
5,1235,Ellis Davidson,female,1,8,4,10,7
6,1236,Laverne Mendoza,female,8,10,2,7,3
7,1237,Diana Robbins,female,4,1,10,1,9
8,1238,Rickey Mckenzie,female,6,3,2,4,4
9,1239,Beth Simmons,male,5,9,9,6,1
10,1199,Jessica Payne,male,10,6,9,4,6
11,1200,Juan Russell,male,1,1,4,7,10
12,1201,Milton Martin,female,7,4,5,6,5
13,1202,Carlos Baker,female,5,7,7,1,5
14,1203,Harvey Holland,male,10,4,8,2,7
15,1204,Roosevelt Romero,male,3,7,1,9,6
16,1205,Andy Gill,female,7,10,8,10,4
17,1206,Leigh Sharp,male,9,3,4,6,3
18,1207,Hilda Allen,female,3,5,4,6,6
19,1208,Raymond Weber,male,6,7,10,9,2
20,1209,Gerald Henry,male,10,5,4,5,10
21,1210,Jean Price,female,2,8,4,10,6
22,1211,Verna Marshall,male,2,9,3,2,3
23,1212,Mona Porter,male,9,5,9,2,6
24,1213,Maureen Todd,female,1,2,8,5,1
25,1214,Glenda Woods,male,10,5,3,10,1
26,1215,Seth Hampton,male,5,2,4,4,8
27,1216,Alison Nichols,male,3,1,8,4,8
28,1217,Kayla Evans,female,10,8,10,3,2
29,1218,Levi Freeman,female,10,5,10,5,5
30,1219,Henry Williamson,male,1,1,9,2,10
31,1220,Virgil Jacobs,male,9,1,4,6,9
32,1221,Shelley Hughes,female,10,2,2,3,9
33,1222,Clifford Obrien,male,6,2,8,5,7
34,1223,Armando Harrison,male,6,6,6,8,4
35,1224,Judith Conner,female,3,7,9,2,6
36,1225,Peter Underwood,female,10,5,10,9,1
37,1226,Betsy Gutierrez,male,5,5,5,9,10
38,1227,Alexis Mcbride,female,9,9,1,9,4
39,1228,Courtney Kennedy,female,10,1,3,8,4
40,1229,Clint Lynch,male,9,5,9,1,5
41,1230,Bertha Smith,female,7,9,5,7,5
