STT,MSHS,TEN,GIOI TINH,DIEM MIENG,DIEM 15 PHUT,DIEM 1 tIET, DIEM GIUA KY, DIEM CUOI KY
1,1231,Marshall Huff,female,8,8,2,5,3
2,1232,Robin Ramsey,male,1,8,3,5,8
3,1233,Noel Holmes,male,2,9,3,5,2
4,1234,Leland Oliver,female,10,1,2,3,10
5,1235,Ellis Davidson,female,6,7,2,3,6
6,1236,Laverne Mendoza,female,4,9,9,3,1
7,1237,Diana Robbins,female,4,2,1,7,1
8,1238,Rickey Mckenzie,female,8,4,1,8,8
9,1239,Beth Simmons,male,3,7,7,5,7
10,1199,Jessica Payne,male,3,2,4,1,3
11,1200,Juan Russell,male,9,4,1,9,7
12,1201,Milton Martin,female,9,1,6,6,9
13,1202,Carlos Baker,female,1,6,9,2,10
14,1203,Harvey Holland,male,9,6,7,6,2
15,1204,Roosevelt Romero,male,3,4,1,6,7
16,1205,Andy Gill,female,2,4,4,5,5
17,1206,Leigh Sharp,male,8,4,8,8,2
18,1207,Hilda Allen,female,9,7,2,8,5
19,1208,Raymond Weber,male,9,10,5,6,4
20,1209,Gerald Henry,male,8,8,2,8,10
21,1210,Jean Price,female,8,1,8,5,9
22,1211,Verna Marshall,male,4,1,2,5,5
23,1212,Mona Porter,male,6,1,2,5,10
24,1213,Maureen Todd,female,5,7,6,9,1
25,1214,Glenda Woods,male,4,9,1,9,10
26,1215,Seth Hampton,male,9,10,3,9,9
27,1216,Alison Nichols,male,7,1,1,2,9
28,1217,Kayla Evans,female,7,5,6,9,7
29,1218,Levi Freeman,female,9,1,1,6,5
30,1219,Henry Williamson,male,6,10,7,6,5
31,1220,Virgil Jacobs,male,10,4,8,7,3
32,1221,Shelley Hughes,female,7,2,5,3,9
33,1222,Clifford Obrien,male,1,9,6,8,10
34,1223,Armando Harrison,male,4,4,5,6,1
35,1224,Judith Conner,female,10,7,7,5,6
36,1225,Peter Underwood,female,7,9,4,1,7
37,1226,Betsy Gutierrez,male,3,9,10,7,3
38,1227,Alexis Mcbride,female,6,2,7,8,7
39,1228,Courtney Kennedy,female,9,3,7,8,6
40,1229,Clint Lynch,male,3,4,7,5,1
41,1230,Bertha Smith,female,8,3,7,10,7
