STT,MSHS,TEN,GIOI TINH,DIEM MIENG,DIEM 15 PHUT,DIEM 1 tIET, DIEM GIUA KY, DIEM CUOI KY
1,1231,Marshall Huff,female,10,2,4,7,4
2,1232,Robin Ramsey,male,1,8,5,10,10
3,1233,Noel Holmes,male,9,3,4,5,7
4,1234,Leland Oliver,female,4,8,3,4,4
5,1235,Ellis Davidson,female,6,8,3,2,7
6,1236,Laverne Mendoza,female,5,8,1,2,5
7,1237,Diana Robbins,female,7,7,6,8,5
8,1238,Rickey Mckenzie,female,4,1,3,3,2
9,1239,Beth Simmons,male,1,9,7,8,2
10,1199,Jessica Payne,male,4,10,4,8,6
11,1200,Juan Russell,male,1,3,1,5,5
12,1201,Milton Martin,female,10,6,6,6,2
13,1202,Carlos Baker,female,4,3,3,4,7
14,1203,Harvey Holland,male,8,7,9,5,4
15,1204,Roosevelt Romero,male,3,8,3,5,7
16,1205,Andy Gill,female,7,5,1,7,10
17,1206,Leigh Sharp,male,5,5,1,2,6
18,1207,Hilda Allen,female,1,3,4,4,1
19,1208,Raymond Weber,male,8,2,8,8,6
20,1209,Gerald Henry,male,8,2,8,1,9
21,1210,Jean Price,female,8,6,2,9,8
22,1211,Verna Marshall,male,2,9,9,2,10
23,1212,Mona Porter,male,5,10,6,4,6
24,1213,Maureen Todd,female,8,7,2,8,5
25,1214,Glenda Woods,male,3,5,10,1,9
26,1215,Seth Hampton,male,3,3,1,9,5
27,1216,Alison Nichols,male,10,9,10,3,5
28,1217,Kayla Evans,female,7,8,6,3,7
29,1218,Levi Freeman,female,2,3,7,7,3
30,1219,Henry Williamson,male,7,7,3,10,8
31,1220,Virgil Jacobs,male,7,6,7,3,8
32,1221,Shelley Hughes,female,7,5,5,4,8
33,1222,Clifford Obrien,male,3,7,5,9,9
34,1223,Armando Harrison,male,9,6,1,2,1
35,1224,Judith Conner,female,8,1,3,8,3
36,1225,Peter Underwood,female,9,6,5,7,2
37,1226,Betsy Gutierrez,male,5,3,1,1,9
38,1227,Alexis Mcbride,female,10,4,6,10,9
39,1228,Courtney Kennedy,female,4,7,2,3,8
40,1229,Clint Lynch,male,5,7,2,4,7
41,1230,Bertha Smith,female,7,9,7,5,5
