STT,MSHS,TEN,GIOI TINH,DIEM MIENG,DIEM 15 PHUT,DIEM 1 tIET, DIEM GIUA KY, DIEM CUOI KY
1,1231,Marshall Huff,female,8,10,1,4,9
2,1232,Robin Ramsey,male,1,5,7,10,1
3,1233,Noel Holmes,male,5,1,2,4,6
4,1234,Leland Oliver,female,2,4,6,4,5
5,1235,Ellis Davidson,female,4,7,5,1,5
6,1236,Laverne Mendoza,female,5,10,8,5,3
7,1237,Diana Robbins,female,1,4,8,9,3
8,1238,Rickey Mckenzie,female,10,9,10,3,8
9,1239,Beth Simmons,male,5,6,7,2,8
10,1199,Jessica Payne,male,3,7,5,5,9
11,1200,Juan Russell,male,8,8,8,1,9
12,1201,Milton Martin,female,1,4,4,8,7
13,1202,Carlos Baker,female,2,2,4,3,2
14,1203,Harvey Holland,male,10,4,3,1,3
15,1204,Roosevelt Romero,male,1,3,2,2,5
16,1205,Andy Gill,female,1,4,7,7,6
17,1206,Leigh Sharp,male,10,6,4,2,8
18,1207,Hilda Allen,female,9,8,5,5,8
19,1208,Raymond Weber,male,4,6,7,4,10
20,1209,Gerald Henry,male,7,9,3,7,10
21,1210,Jean Price,female,2,2,6,3,5
22,1211,Verna Marshall,male,1,3,5,1,8
23,1212,Mona Porter,male,4,3,2,1,4
24,1213,Maureen Todd,female,7,1,5,10,7
25,1214,Glenda Woods,male,6,8,1,3,7
26,1215,Seth Hampton,male,9,5,1,1,2
27,1216,Alison Nichols,male,8,7,10,10,5
28,1217,Kayla Evans,female,3,6,3,6,2
29,1218,Levi Freeman,female,9,5,6,2,3
30,1219,Henry Williamson,male,7,3,9,8,4
31,1220,Virgil Jacobs,male,9,7,7,6,10
32,1221,Shelley Hughes,female,9,9,1,7,7
33,1222,Clifford Obrien,male,6,8,6,5,6
34,1223,Armando Harrison,male,7,1,6,3,1
35,1224,Judith Conner,female,5,2,3,8,10
36,1225,Peter Underwood,female,7,8,7,4,3
37,1226,Betsy Gutierrez,male,9,5,10,6,6
38,1227,Alexis Mcbride,female,7,4,6,6,8
39,1228,Courtney Kennedy,female,3,5,8,8,5
40,1229,Clint Lynch,male,8,8,1,3,7
41,1230,Bertha Smith,female,1,5,1,8,7
