STT,MSHS,TEN,GIOI TINH,DIEM MIENG,DIEM 15 PHUT,DIEM 1 tIET, DIEM GIUA KY, DIEM CUOI KY
1,1231,Marshall Huff,female,4,5,6,1,4
2,1232,Robin Ramsey,male,10,9,8,3,7
3,1233,Noel Holmes,male,5,2,8,5,2
4,1234,Leland Oliver,female,2,8,3,4,10
5,1235,Ellis Davidson,female,6,1,5,10,10
6,1236,Laverne Mendoza,female,2,7,6,7,5
7,1237,Diana Robbins,female,6,1,1,7,10
8,1238,Rickey Mckenzie,female,2,7,10,2,2
9,1239,Beth Simmons,male,8,4,5,2,4
10,1199,Jessica Payne,male,8,9,4,1,7
11,1200,Juan Russell,male,4,7,8,2,2
12,1201,Milton Martin,female,7,6,1,8,2
13,1202,Carlos Baker,female,5,1,1,9,3
14,1203,Harvey Holland,male,8,9,3,1,2
15,1204,Roosevelt Romero,male,3,10,9,2,5
16,1205,Andy Gill,female,2,8,5,5,3
17,1206,Leigh Sharp,male,5,9,10,7,5
18,1207,Hilda Allen,female,9,3,3,4,8
19,1208,Raymond Weber,male,3,2,8,9,7
20,1209,Gerald Henry,male,10,2,4,9,10
21,1210,Jean Price,female,1,7,6,2,2
22,1211,Verna Marshall,male,2,6,9,9,8
23,1212,Mona Porter,male,10,10,5,10,10
24,1213,Maureen Todd,female,8,9,4,9,7
25,1214,Glenda Woods,male,9,4,5,2,1
26,1215,Seth Hampton,male,6,2,2,4,4
27,1216,Alison Nichols,male,1,2,1,8,1
28,1217,Kayla Evans,female,7,1,5,6,1
29,1218,Levi Freeman,female,3,8,4,5,1
30,1219,Henry Williamson,male,7,6,6,8,6
31,1220,Virgil Jacobs,male,7,10,8,9,8
32,1221,Shelley Hughes,female,1,4,1,2,1
33,1222,Clifford Obrien,male,1,8,8,5,4
34,1223,Armando Harrison,male,2,7,4,8,3
35,1224,Judith Conner,female,6,9,6,7,7
36,1225,Peter Underwood,female,2,4,6,10,7
37,1226,Betsy Gutierrez,male,1,4,1,6,5
38,1227,Alexis Mcbride,female,5,7,9,5,2
39,1228,Courtney Kennedy,female,9,4,9,4,1
40,1229,Clint Lynch,male,9,2,2,7,6
41,1230,Bertha Smith,female,10,4,2,9,8
