STT,MSHS,TEN,GIOI TINH,DIEM MIENG,DIEM 15 PHUT,DIEM 1 tIET, DIEM GIUA KY, DIEM CUOI KY
1,1039,Maria King,male,7,7,8,9,7
2,1040,Cornelius Delgado,female,7,4,2,6,6
3,1041,Jo Underwood,female,6,2,2,8,6
4,1042,Guadalupe Aguilar,female,6,1,5,5,6
5,1043,Stacey Wood,male,8,4,5,8,5
6,1044,Darin Dawson,female,9,10,6,8,9
7,1045,James Carson,male,5,10,1,3,8
8,1046,Bonnie Taylor,male,2,1,6,3,7
9,1047,Rickey Maldonado,female,9,3,10,7,4
10,1048,Ivan Shaw,female,4,7,4,9,3
11,1049,Krista Murphy,female,6,1,3,5,10
12,1050,Mona Tyler,female,3,5,9,8,6
13,1051,Laverne Roberts,female,1,10,4,1,4
14,1052,Rex Soto,female,8,2,2,5,9
15,1053,Robert Matthews,female,10,6,7,3,8
16,1054,Maryann Newman,female,5,2,9,5,10
17,1055,Gordon Oliver,male,7,7,6,4,3
18,1056,Kelvin Greene,female,10,3,7,3,2
19,1057,Elbert Burns,female,7,9,5,4,7
20,1058,Nicole Garrett,male,6,10,1,7,4
21,1059,Jerald Crawford,male,1,1,3,3,6
22,1060,Catherine Torres,male,7,5,1,4,1
23,1061,Stanley Vega,male,10,1,1,4,9
24,1062,Frederick Ray,female,9,9,10,8,2
25,1063,Loren Barnett,female,7,8,7,6,2
26,1064,Terrance Wallace,female,10,10,4,8,6
27,1065,Johanna Warren,male,3,7,8,9,1
28,1066,Dallas Benson,male,6,3,3,4,3
29,1067,Malcolm Cooper,male,9,1,2,7,2
30,1068,Troy Mcdonald,female,8,1,1,2,10
31,1069,Sergio Morrison,male,1,6,3,6,4
32,1070,Genevieve Bell,female,3,10,6,3,1
33,1071,Celia Swanson,male,5,5,6,9,10
34,1072,Jordan Tran,female,2,2,1,3,9
35,1073,Amy Black,male,1,6,1,2,1
36,1074,Craig Barton,male,2,2,7,1,8
37,1075,Lynn Adams,female,5,8,5,4,6
38,1076,Clifford Patton,male,6,6,1,9,9
39,1077,Wilma Simpson,female,9,10,4,7,3
40,1078,Beth Simmons,male,2,9,6,1,10
