STT,MSHS,TEN,GIOI TINH,DIEM MIENG,DIEM 15 PHUT,DIEM 1 tIET, DIEM GIUA KY, DIEM CUOI KY
1,1039,Maria King,male,6,8,2,6,9
2,1040,Cornelius Delgado,female,6,9,10,10,9
3,1041,Jo Underwood,female,7,1,6,3,3
4,1042,Guadalupe Aguilar,female,7,1,5,5,7
5,1043,Stacey Wood,male,1,7,7,7,2
6,1044,Darin Dawson,female,4,7,6,4,5
7,1045,James Carson,male,3,3,1,9,2
8,1046,Bonnie Taylor,male,1,4,6,10,7
9,1047,Rickey Maldonado,female,1,4,4,1,10
10,1048,Ivan Shaw,female,6,10,10,7,8
11,1049,Krista Murphy,female,4,3,10,9,1
12,1050,Mona Tyler,female,9,6,7,10,7
13,1051,Laverne Roberts,female,5,10,4,10,9
14,1052,Rex Soto,female,5,9,4,5,7
15,1053,Robert Matthews,female,1,7,1,10,9
16,1054,Maryann Newman,female,10,3,3,7,7
17,1055,Gordon Oliver,male,9,9,3,10,2
18,1056,Kelvin Greene,female,6,5,7,10,6
19,1057,Elbert Burns,female,4,8,9,5,6
20,1058,Nicole Garrett,male,9,4,7,5,4
21,1059,Jerald Crawford,male,8,3,5,4,1
22,1060,Catherine Torres,male,6,8,7,7,7
23,1061,Stanley Vega,male,7,6,2,10,8
24,1062,Frederick Ray,female,2,5,1,7,6
25,1063,Loren Barnett,female,10,8,9,3,5
26,1064,Terrance Wallace,female,4,9,5,4,1
27,1065,Johanna Warren,male,7,1,3,2,6
28,1066,Dallas Benson,male,8,8,1,10,3
29,1067,Malcolm Cooper,male,5,2,7,5,1
30,1068,Troy Mcdonald,female,1,1,6,8,3
31,1069,Sergio Morrison,male,2,9,3,7,5
32,1070,Genevieve Bell,female,3,2,4,5,10
33,1071,Celia Swanson,male,4,3,10,4,7
34,1072,Jordan Tran,female,3,7,1,9,9
35,1073,Amy Black,male,9,3,2,4,6
36,1074,Craig Barton,male,3,4,4,9,9
37,1075,Lynn Adams,female,7,6,8,4,3
38,1076,Clifford Patton,male,8,1,7,9,9
39,1077,Wilma Simpson,female,7,2,9,6,2
40,1078,Beth Simmons,male,1,4,9,6,4
